100 2907
4 35 39
76 98 22
100 55 72
22 53 35
86 40 35
49 87 40
90 87 53
3 47 44
12 16 37
69 54 96
14 60 75
80 30 46
84 78 9
67 26 81
24 64 53
70 33 65
74 56 44
100 90 10
45 1 39
86 36 58
80 4 59
14 92 47
67 62 7
47 37 49
28 48 13
32 48 66
14 63 84
64 27 80
25 18 4
93 76 65
9 98 53
1 64 94
84 7 87
37 25 45
95 76 98
50 95 5
73 58 32
81 10 20
3 7 80
87 42 19
6 78 95
99 25 51
87 37 1
89 13 85
25 20 89
4 39 13
40 25 39
12 81 54
59 58 90
59 91 84
74 85 79
79 75 41
98 19 53
59 13 97
19 31 48
78 46 46
19 41 7
76 26 63
29 93 36
91 7 29
32 8 33
17 87 35
77 45 26
42 59 24
22 63 38
96 71 59
17 40 98
40 85 81
46 87 96
23 27 1
79 82 12
38 65 74
33 11 39
11 7 16
95 59 55
15 95 32
93 62 44
35 37 70
50 86 40
47 7 85
62 28 69
57 20 68
50 26 22
48 29 6
17 83 92
60 35 94
38 59 48
30 1 89
63 67 58
31 46 28
76 1 51
96 29 92
43 99 77
48 73 60
19 79 89
40 23 13
56 100 69
94 52 60
87 39 1
35 19 42
52 79 57
37 43 67
55 52 37
59 16 8
83 70 95
3 84 57
40 83 94
85 2 49
12 8 86
32 11 66
98 57 41
69 100 57
15 60 24
21 57 24
57 93 58
2 27 62
44 67 82
22 35 1
36 42 89
18 97 76
21 78 5
72 98 26
60 68 87
72 34 76
57 83 95
55 53 58
57 75 27
83 78 44
76 30 50
58 7 13
82 70 74
17 79 92
42 19 28
31 40 9
89 72 31
49 57 28
55 35 53
56 48 28
88 61 85
81 66 66
8 45 27
16 30 89
60 77 93
77 30 77
27 80 86
16 43 22
77 96 90
92 56 36
88 71 28
77 24 68
28 98 14
99 58 94
1 13 36
77 90 42
36 26 51
14 74 24
47 83 75
42 64 52
44 55 67
50 66 95
70 40 5
76 52 22
55 21 45
31 66 26
81 93 72
50 3 62
13 80 14
83 68 63
36 17 94
23 19 53
42 20 48
22 2 50
48 11 25
21 81 80
43 94 5
49 45 60
64 59 82
55 96 17
5 77 100
69 35 4
27 40 33
29 16 48
82 42 27
66 67 85
26 98 31
66 7 84
37 32 77
92 42 95
38 7 34
58 4 26
90 13 12
10 20 36
42 46 82
91 27 70
18 57 31
51 86 99
21 65 10
50 78 96
58 35 21
54 95 25
95 19 94
60 100 23
95 99 45
65 49 92
37 33 7
75 68 93
3 46 20
76 32 1
80 90 80
3 74 84
59 49 42
28 2 16
54 9 87
66 90 14
100 72 71
70 67 72
47 84 41
30 20 71
79 34 40
94 8 35
44 85 63
7 90 65
7 95 5
34 15 11
53 37 40
2 14 85
81 19 87
77 50 4
65 71 7
70 21 54
30 79 22
11 28 14
7 45 2
13 84 4
40 36 78
61 66 58
84 10 23
19 55 73
15 53 78
73 2 39
80 83 47
83 74 70
7 29 17
99 64 59
11 38 60
10 5 9
68 74 59
65 81 83
14 67 18
61 87 20
97 4 65
42 4 4
20 48 99
99 90 12
10 76 36
84 9 22
63 30 44
42 14 19
33 39 79
84 100 69
84 88 43
87 16 3
44 10 2
54 76 99
68 30 38
92 65 78
58 19 62
29 72 85
100 74 43
18 64 45
40 53 25
50 21 5
65 1 59
24 86 52
61 44 67
83 72 2
52 92 17
22 55 11
33 35 77
30 81 19
61 48 4
57 32 91
27 32 47
74 77 75
97 71 26
100 30 91
7 31 79
3 57 79
12 7 82
28 67 24
58 12 100
91 90 38
65 18 88
55 85 5
29 71 35
49 80 1
51 95 85
53 46 32
94 56 8
39 86 55
9 46 96
23 72 83
9 13 28
45 31 41
58 61 61
94 61 14
50 43 17
20 91 76
84 91 42
76 23 69
77 43 49
64 19 83
31 1 19
36 59 61
19 69 67
86 83 42
34 23 96
88 96 93
46 64 8
94 29 19
95 9 18
46 59 50
14 78 29
36 18 40
52 45 45
16 74 96
15 12 44
2 56 36
88 44 77
32 98 16
22 56 89
69 22 97
7 39 71
20 7 74
85 58 15
22 89 33
89 8 47
9 74 84
67 34 77
33 91 41
14 34 30
71 56 47
88 57 54
63 3 40
93 91 2
59 63 15
75 24 87
73 30 76
60 7 86
96 8 35
77 13 95
69 20 14
67 58 28
20 68 91
38 56 32
19 97 62
70 34 98
58 97 99
39 78 13
56 13 2
88 100 84
24 40 64
1 81 67
46 73 80
88 28 83
36 5 83
11 50 83
57 85 72
25 17 66
27 85 37
90 44 23
56 64 42
25 62 89
72 52 60
98 77 64
53 20 23
64 20 94
43 70 51
63 5 30
93 36 5
89 76 77
34 84 47
70 60 85
56 30 24
16 53 13
55 25 44
19 80 67
76 82 33
54 96 29
2 7 39
16 14 1
34 59 23
89 19 72
22 61 43
62 86 35
14 79 32
50 58 21
14 41 33
80 59 21
81 23 9
25 1 84
96 67 56
3 70 24
51 34 48
60 80 70
6 29 93
86 92 63
51 87 61
78 10 25
23 28 36
2 50 74
74 46 18
60 36 10
73 43 84
20 46 1
54 13 42
71 26 55
31 3 98
39 47 55
71 60 97
79 4 49
60 16 85
77 55 9
17 15 76
47 48 60
67 22 82
54 51 47
23 67 99
16 97 82
2 1 9
65 89 49
30 64 68
12 19 12
26 44 7
55 58 21
76 40 45
22 76 16
44 79 20
69 38 86
11 97 81
34 47 48
88 41 23
70 4 9
54 45 33
54 44 86
88 86 77
40 4 83
85 71 69
66 85 18
82 77 10
47 76 67
10 35 28
46 43 81
66 80 38
54 75 71
21 88 97
86 48 19
77 100 54
66 33 16
51 65 100
56 86 92
24 22 59
70 95 51
29 56 54
72 26 86
42 54 60
88 66 44
80 71 58
16 25 30
4 77 83
50 85 76
55 99 43
90 72 100
87 83 69
99 71 64
62 87 17
74 42 2
35 17 14
58 60 71
15 41 25
4 92 39
31 91 93
98 37 80
90 12 35
64 55 4
51 35 18
64 9 29
53 32 85
87 76 18
42 11 59
39 57 78
53 60 62
6 96 90
34 6 80
13 14 61
82 53 48
14 27 99
30 99 5
73 23 85
91 37 99
8 22 26
75 19 46
66 64 16
96 78 10
82 83 45
6 22 73
71 93 93
77 21 75
56 28 31
41 40 13
53 8 10
21 32 13
44 37 2
27 13 58
37 88 32
39 95 39
9 83 52
30 45 31
84 90 14
28 83 43
48 92 66
1 62 29
17 31 11
84 82 53
48 26 50
82 68 6
85 29 60
65 13 8
65 20 94
7 23 91
54 27 89
44 96 43
9 90 38
39 10 96
38 70 52
71 9 64
54 37 84
36 92 20
97 62 76
46 35 62
97 29 99
69 88 75
11 84 47
77 80 15
23 45 74
7 17 73
62 64 54
39 91 5
3 67 94
48 36 30
9 33 8
2 63 65
45 79 65
40 88 86
98 89 23
63 82 80
97 79 81
61 6 2
23 83 46
28 65 91
57 74 29
87 24 14
73 93 86
25 76 82
59 79 45
94 5 50
16 49 61
85 22 18
17 81 13
6 23 15
2 52 35
48 54 59
82 16 6
80 1 65
3 54 55
4 11 82
30 58 67
88 60 85
84 95 26
65 14 78
60 41 65
8 87 63
51 57 32
24 88 19
52 30 4
10 13 62
34 92 16
31 74 46
88 33 23
88 46 51
12 92 97
90 37 23
76 15 1
69 89 35
84 21 4
24 57 95
51 55 89
75 34 10
47 82 89
93 31 36
30 53 64
67 71 79
46 29 70
59 70 10
89 40 99
73 16 82
66 21 10
27 17 12
25 83 66
39 13 55
34 39 13
55 73 99
81 47 82
98 3 94
1 34 32
92 97 48
79 85 52
73 17 56
60 66 29
16 21 9
8 50 61
47 66 5
1 47 91
27 42 33
41 86 59
17 91 62
94 58 22
69 67 84
90 20 15
95 93 13
95 33 18
57 45 65
8 51 46
53 35 9
53 9 18
43 59 23
68 90 100
6 71 37
66 59 87
27 44 19
49 17 98
14 44 13
32 71 28
32 64 24
6 43 25
84 50 18
14 96 37
86 66 57
74 1 29
74 99 71
56 21 24
30 39 23
60 28 32
51 27 8
44 77 98
53 7 1
23 37 90
71 73 89
52 51 57
50 12 34
65 76 7
49 51 61
76 13 53
27 43 99
52 49 73
47 8 75
4 72 6
86 57 24
6 46 61
68 1 28
33 73 20
39 6 70
94 83 2
9 57 49
97 32 76
68 95 1
40 13 17
71 22 14
82 87 100
59 27 65
87 27 79
90 3 40
75 5 19
100 36 10
74 52 97
38 39 80
97 87 14
2 98 46
6 4 71
65 50 7
86 18 84
64 68 52
58 6 68
98 29 8
1 61 36
75 83 65
22 81 12
18 73 98
22 91 33
16 11 1
49 82 58
69 65 33
12 45 1
14 22 76
83 79 50
52 95 100
29 69 43
29 70 76
37 67 22
41 58 98
72 7 55
26 32 58
1 52 5
71 64 70
79 86 36
93 75 71
65 87 45
81 31 29
9 43 8
95 22 22
12 5 94
35 100 11
65 34 11
80 3 74
8 67 64
71 27 25
71 87 65
98 36 41
38 66 38
9 18 2
8 91 5
42 21 93
63 93 52
61 41 98
3 87 64
64 89 27
1 9 43
64 73 7
56 1 24
28 16 92
21 97 34
90 5 22
32 38 51
71 95 100
1 21 80
64 88 7
30 91 74
31 29 70
7 86 39
17 28 47
69 56 78
28 24 19
56 27 55
97 80 66
84 98 4
86 70 55
71 35 32
33 14 65
6 30 64
9 99 87
75 66 12
29 47 55
29 66 47
35 50 72
14 29 75
81 6 48
21 3 55
50 90 70
52 40 70
38 86 31
69 49 32
85 84 94
65 46 64
10 64 61
48 18 3
72 55 91
27 45 20
5 81 62
74 65 78
27 96 82
24 49 89
35 78 1
74 44 25
37 38 51
44 18 82
85 89 93
96 4 7
62 52 40
61 93 28
34 57 97
82 14 100
46 44 33
68 63 48
52 25 80
33 69 46
46 13 85
26 11 37
49 13 70
54 21 40
66 19 25
37 96 84
1 77 82
80 20 91
91 80 42
66 35 54
63 36 29
46 38 89
56 5 41
2 46 3
17 30 65
71 50 4
90 67 70
5 3 46
100 78 43
2 43 7
17 18 83
14 7 97
82 22 62
88 83 51
26 22 71
17 60 69
9 8 34
31 6 73
51 45 29
35 27 56
22 68 63
52 56 75
62 21 79
68 67 44
20 66 100
50 52 57
64 38 85
79 41 26
4 65 76
68 4 40
83 96 71
69 81 83
41 98 97
37 19 53
44 68 66
37 100 26
97 46 97
51 37 8
54 73 93
65 52 73
20 88 94
75 96 68
74 69 55
97 5 65
65 57 14
94 64 71
49 33 60
75 62 90
41 49 68
10 6 37
51 22 72
79 9 77
84 24 58
27 37 28
97 75 3
99 57 99
47 95 62
98 30 26
86 77 86
86 67 56
52 7 21
81 41 2
71 79 73
95 49 63
76 59 65
89 17 91
23 70 18
71 72 93
8 15 98
83 77 50
96 91 28
63 9 79
69 63 80
56 17 2
94 97 59
39 65 94
73 96 56
45 50 57
80 85 25
58 8 18
45 74 38
82 44 36
24 67 89
57 23 94
56 63 56
30 2 4
42 45 54
72 86 12
23 61 88
4 91 16
32 1 91
61 78 26
32 87 65
42 99 80
19 70 45
33 47 60
17 55 7
32 70 82
94 84 20
38 31 100
13 83 80
12 13 56
41 74 46
44 40 15
78 45 97
24 32 87
16 90 66
11 21 91
61 11 87
37 17 25
43 47 8
95 2 22
13 79 84
19 36 33
22 48 45
74 60 48
81 45 75
49 81 12
22 54 53
67 45 61
56 87 59
36 82 10
51 14 14
46 94 92
36 51 13
63 35 9
78 99 60
92 28 93
97 77 71
61 50 30
63 18 96
43 25 14
97 17 58
92 64 61
21 19 62
18 87 55
25 7 85
14 93 86
36 38 64
43 68 20
28 87 71
62 39 65
61 9 34
28 61 16
28 72 46
8 5 82
25 73 97
49 55 16
59 99 77
43 28 88
17 52 48
78 15 43
27 68 66
82 34 9
70 85 11
19 16 6
34 56 69
85 53 11
43 86 46
42 67 86
20 63 39
80 54 34
67 80 31
6 79 33
46 85 68
19 85 4
16 52 23
45 87 31
14 39 6
46 98 93
21 94 86
20 2 88
32 6 62
63 60 18
29 10 93
19 5 21
74 61 75
39 71 100
21 52 1
100 70 69
68 84 15
54 14 56
62 9 47
83 4 56
26 99 94
85 97 78
11 76 23
9 40 71
16 5 11
82 4 35
12 80 88
46 25 59
11 25 100
32 74 46
61 79 61
86 95 82
86 73 41
50 28 93
20 49 95
4 9 86
26 75 24
4 22 28
79 91 97
57 5 91
37 76 44
95 4 66
72 32 75
15 20 58
23 71 17
1 5 6
99 38 64
63 19 53
49 85 11
24 55 46
31 73 21
2 6 44
55 33 8
36 97 12
97 67 40
15 52 81
32 63 63
57 16 32
59 100 43
78 90 23
2 44 60
21 46 7
45 40 47
51 9 29
19 88 76
39 69 46
47 86 49
54 31 25
16 71 14
39 54 70
33 68 76
49 31 37
5 69 21
38 91 78
30 42 55
34 19 94
25 6 94
92 76 38
19 45 49
57 80 14
51 58 89
86 53 52
57 94 86
33 61 61
44 62 30
96 89 8
99 87 15
28 71 99
33 85 87
18 89 79
55 32 30
14 87 70
39 5 90
9 85 35
23 12 38
13 73 86
16 93 28
73 63 23
21 73 65
41 91 94
42 18 91
34 87 46
33 77 61
70 1 59
94 89 5
21 61 98
80 36 1
13 19 42
7 75 30
43 22 43
50 25 82
8 55 18
17 80 33
8 42 4
5 17 85
31 50 75
37 49 38
3 93 3
5 30 2
5 92 97
70 58 19
41 50 29
53 64 94
64 93 30
3 26 95
54 79 52
96 40 99
55 30 95
5 54 71
97 84 85
37 85 86
77 54 49
51 85 65
62 47 56
79 98 1
90 19 21
64 4 12
69 16 70
67 78 2
47 44 90
3 41 72
83 98 43
17 59 51
74 84 91
13 57 22
83 93 33
74 21 37
89 50 45
12 40 3
51 82 24
31 92 92
30 86 7
5 43 48
59 31 3
28 40 83
39 82 51
53 63 58
18 26 33
99 46 35
34 32 27
72 53 49
10 45 13
12 60 94
95 11 84
75 94 43
73 78 23
73 53 69
82 73 28
100 40 71
61 59 53
16 37 2
19 43 4
37 4 79
90 14 79
100 71 77
13 88 4
71 75 32
38 74 48
74 18 92
58 62 58
85 64 44
38 100 62
4 21 77
25 98 76
79 57 39
7 57 58
33 62 47
29 18 66
75 35 62
1 29 52
91 29 62
