100
86 2212
57 71 11810
43 13 3802
8 73 14711
52 85 23201
37 40 12957
13 50 21334
32 34 10657
7 78 13988
27 22 9540
86 64 5716
66 71 7930
67 72 115
34 71 50
34 29 21193
69 66 19864
23 29 29757
1 16 10145
46 65 7394
42 83 6616
86 76 17632
20 71 9049
58 2 20963
44 39 13938
32 7 23787
29 1 9695
16 31 14674
29 50 5526
13 20 17019
16 67 11816
48 81 24517
83 8 23828
47 49 6754
56 9 29622
80 66 12369
74 18 254
60 55 26449
65 21 7862
29 43 28118
57 32 10662
53 59 23453
7 63 16643
77 5 15554
66 68 11195
39 10 25242
19 66 19003
39 74 12257
13 7 13187
65 77 8848
50 81 16835
66 42 5635
23 6 22211
62 49 6231
73 14 15272
43 56 9078
86 62 26887
45 9 270
85 67 17395
78 79 1524
63 72 3554
79 11 6416
49 57 25855
37 5 21320
67 23 18518
24 2 3195
63 82 25412
8 36 2912
27 12 19450
11 62 20694
11 24 29096
13 80 13659
6 14 248
1 78 11133
72 37 22077
39 35 6024
2 10 23316
27 29 28120
70 1 31796
78 23 106
11 67 20325
43 26 5258
1 27 27342
77 64 16305
43 73 9761
37 59 14058
6 54 21322
63 42 16298
54 41 20156
23 62 20495
9 27 25855
79 21 6361
2 38 21556
77 26 16665
43 47 27786
44 18 6794
21 8 27180
61 54 29096
72 12 29946
33 22 103
59 11 5795
77 50 29479
70 60 32395
67 7 25336
52 31 17272
69 83 22874
37 12 8462
33 84 12523
79 75 872
44 32 17355
62 81 7559
36 34 9120
66 52 24694
64 35 9737
10 83 28536
55 62 21426
43 35 30673
7 42 3166
77 60 9657
1 76 12642
65 19 9121
21 37 28949
4 6 29533
38 62 8287
30 81 24515
83 30 9727
70 58 6426
67 45 1005
37 83 32061
62 74 15650
2 20 23711
37 38 32330
7 61 12437
8 64 18885
12 15 10410
29 12 29418
38 55 12024
25 80 15393
75 46 28493
23 25 9911
56 45 26102
51 4 26517
79 10 2783
52 37 18329
69 77 11300
3 62 20725
67 30 13141
58 21 27931
74 59 5954
30 55 14250
85 5 13021
25 27 19930
32 62 12846
76 36 28080
18 30 14769
9 11 15060
32 23 13066
51 66 8359
40 50 16017
65 49 31909
83 33 24987
35 23 6036
40 24 8398
75 24 64
44 25 23757
69 24 4033
61 19 580
57 67 29423
38 25 22844
47 52 12280
27 17 21864
64 74 11229
67 48 24116
68 63 25056
57 81 20628
26 40 2699
8 80 12187
68 42 20135
4 11 1263
85 27 6020
8 39 9604
38 39 1495
3 57 3585
29 52 12851
8 63 25669
35 13 32133
39 84 19192
31 62 29031
54 73 3790
53 48 12645
3 38 15193
71 70 7513
10 86 25574
79 59 11066
29 5 7126
82 19 16873
35 8 15008
30 44 20677
70 20 27574
80 14 1
24 52 6268
43 86 21166
85 44 5002
5 55 7589
20 9 9928
59 29 24449
86 68 26307
9 43 24256
34 20 30517
60 15 32236
43 40 9945
66 9 6535
14 8 5233
71 23 9176
17 33 28162
86 37 13798
52 32 26259
37 35 18544
27 16 15088
55 26 20440
66 31 21738
85 56 25634
34 39 2075
8 42 6546
40 78 30048
52 4 8505
80 54 25794
34 69 10240
21 30 13250
82 11 27403
5 20 28484
62 22 30606
40 54 16497
29 21 29201
7 28 8189
35 28 11908
15 69 16845
78 62 15131
51 83 20302
44 83 28569
43 84 18630
47 56 27262
38 7 18133
78 50 10562
46 55 3573
59 12 13086
20 54 4788
39 1 26523
56 74 12864
32 20 513
38 30 31759
41 15 2344
74 46 28608
54 86 20832
73 50 24133
76 63 31640
73 36 5938
83 6 10826
72 56 30810
6 76 12876
57 21 18054
73 55 25520
72 35 774
15 24 17649
3 53 18107
32 22 28642
72 79 21755
61 63 6208
9 36 23216
58 44 17853
39 26 3744
58 27 4993
57 15 26431
67 60 13892
53 50 19667
13 44 12889
52 21 30502
58 48 19672
35 56 12178
18 31 25899
34 45 28116
38 29 28954
78 82 6180
26 42 26139
63 75 25333
7 35 26124
3 47 11592
23 50 14851
22 61 2714
59 71 12031
76 56 22156
61 58 11144
7 37 30225
66 41 29278
59 63 12073
15 1 3399
79 37 1443
17 23 17249
60 47 29397
60 43 20186
7 56 19029
8 75 22565
15 66 22861
74 24 7573
15 67 21498
1 55 7126
83 46 23176
80 84 13731
70 69 26479
21 44 10867
39 65 4078
60 27 29083
76 25 23495
44 45 3358
68 36 16581
11 15 10971
66 10 26698
45 14 28969
58 71 13365
28 60 23644
78 47 14939
23 47 6947
64 29 3340
84 62 22907
71 63 6217
69 75 17522
69 6 26264
44 52 19443
68 20 6344
36 16 3755
71 80 7255
2 44 11047
71 83 27851
13 29 10299
32 29 5065
85 1 11716
8 76 29755
23 72 9196
69 52 23736
6 49 15522
48 10 18899
72 66 1445
56 20 7734
9 15 3495
70 73 18875
33 72 20689
79 16 11084
21 16 11767
64 17 20909
61 48 12687
60 62 14006
55 40 18210
75 25 22989
20 38 27062
42 74 30676
66 18 12052
35 86 4124
6 12 2763
20 42 29414
67 19 17155
79 48 4784
49 25 7909
82 62 30051
2 47 7035
74 54 31858
57 22 26651
50 11 688
48 80 23548
59 18 12853
59 68 24227
79 57 25999
58 31 24264
8 9 30571
28 47 17548
19 51 15145
32 35 4589
1 74 31175
61 81 5307
5 13 25159
84 28 28596
6 2 14638
39 78 26866
16 51 6634
7 9 30212
40 27 16020
49 37 9151
18 60 9847
25 40 14405
76 13 25023
82 17 5323
48 27 15442
71 50 7541
30 29 11197
70 37 6844
49 10 6908
77 10 5538
38 6 14116
3 51 15165
26 8 24879
45 69 6747
47 83 30061
42 31 17950
15 16 27832
71 22 21723
12 58 239
22 30 3709
43 72 12687
30 26 7740
17 36 3467
64 50 25431
11 47 25608
56 59 17327
4 23 14661
86 39 15257
64 20 31530
46 82 7103
63 54 3510
69 62 13757
40 33 12463
44 50 15057
23 22 27237
71 76 10447
38 73 2427
5 83 27056
73 26 3330
34 7 5690
55 59 14865
17 51 10105
78 18 28005
57 47 8430
37 19 15356
12 8 14038
41 71 29050
78 68 24335
15 29 3415
41 8 11831
50 3 23193
42 84 13039
45 79 21236
5 36 24580
39 55 2980
77 68 15491
57 55 14898
41 75 14906
8 86 22382
32 9 11101
57 23 14912
21 17 23886
21 61 32410
2 29 25326
54 76 19557
53 55 4056
83 32 27882
69 18 15536
35 70 21218
61 3 31741
78 43 7493
21 48 8721
80 72 19029
70 39 16747
71 30 8851
61 2 32015
36 30 15780
40 13 31675
82 49 23817
63 17 31175
44 84 28133
51 34 3030
15 63 9169
86 51 16135
16 55 13222
5 21 32316
40 58 15190
76 20 8008
70 50 12305
69 53 26997
66 32 21860
7 80 32556
51 11 27406
86 46 27559
67 25 23027
61 86 19403
73 40 21977
47 27 32663
30 5 32351
12 83 3056
33 16 24501
75 72 12911
68 11 594
66 60 20166
12 13 21105
76 55 11331
43 36 29809
71 19 9113
27 78 8836
56 68 6695
3 46 23482
22 18 21661
19 84 28403
29 11 27514
11 84 26975
59 33 7006
24 85 26867
54 21 4519
79 34 3309
36 12 16985
41 58 8972
58 66 1913
69 33 1615
19 68 9253
1 54 30571
5 58 1701
57 17 22478
50 42 23698
69 11 31856
71 43 6855
45 50 6856
42 10 11145
7 47 7727
50 86 9761
53 20 31870
50 8 32048
33 45 15898
66 76 26183
78 37 32053
22 17 27684
43 58 2355
39 24 11570
5 43 21661
72 11 18499
55 67 7549
31 3 21569
39 33 10830
52 3 22734
71 53 2683
79 69 32493
73 30 31682
51 25 18604
45 54 27342
82 12 15910
79 15 1157
86 79 3337
36 39 21922
40 62 23589
6 82 9588
29 73 11558
54 12 673
18 54 641
8 7 27412
6 50 25514
4 64 12054
83 65 96
53 51 22714
57 44 23081
65 20 22570
81 16 19064
3 1 25921
60 57 13301
27 63 14140
81 66 18506
70 19 20215
2 66 10690
61 49 32251
41 53 13952
54 7 19282
52 58 18422
82 18 3950
25 73 29497
1 33 25394
69 9 15472
7 64 4690
28 5 24969
57 11 19375
14 42 588
5 78 4997
23 77 20090
13 26 17211
1 51 17715
45 16 4610
58 22 13697
24 61 20752
47 26 13790
23 21 15238
24 66 13506
53 7 4941
53 24 21353
81 39 9375
20 72 8664
74 35 3141
45 77 342
31 41 28491
23 56 31883
72 84 6615
6 75 8590
14 64 2140
53 60 9225
83 54 5257
71 42 29876
48 20 14484
84 4 30628
23 18 25731
73 1 29145
23 3 15455
41 59 10835
82 8 305
20 75 15930
36 75 13536
2 74 6665
76 18 30398
24 4 16090
70 29 10360
52 1 20425
36 35 1513
16 46 21212
17 78 28389
74 38 20866
63 22 24486
50 21 23844
85 8 22690
71 31 2173
56 69 27397
63 53 7830
32 18 11369
73 74 32237
79 55 19763
18 11 11429
58 19 29845
69 71 14287
38 24 17803
11 70 7172
29 51 27188
68 71 14849
64 49 25597
49 14 5358
79 12 15693
49 85 2934
80 33 2247
84 65 26208
64 85 5953
75 49 4978
37 13 12627
30 50 10234
38 64 31243
43 82 15870
71 64 28456
53 23 3435
10 37 5372
75 23 25922
35 25 15654
31 6 18766
48 73 31839
20 82 32656
51 85 25570
37 57 27180
84 38 2878
65 12 1483
83 53 1546
81 8 17613
10 61 9052
15 20 13260
69 63 11411
16 13 7086
32 78 15986
32 24 5617
86 38 1578
39 22 13596
48 19 26421
79 61 12363
65 72 22947
57 29 16793
61 85 21799
85 84 30143
37 73 23598
36 45 29564
77 73 2448
72 9 8300
32 54 17552
70 16 2757
14 40 24586
52 39 1612
46 8 21682
37 31 22064
66 53 29448
33 55 1901
11 31 3478
63 85 3041
29 41 28125
24 43 26002
81 19 17600
65 25 9978
65 59 704
55 12 22288
44 73 32100
62 68 21823
29 67 9787
64 10 10089
60 46 8409
73 28 22643
40 9 3755
16 30 25300
5 79 10732
54 36 2284
78 80 7821
31 72 11337
29 61 26629
34 10 23276
43 53 30276
71 35 14688
68 79 22430
44 77 575
59 58 23861
10 65 27607
19 63 16673
64 45 21973
83 67 23199
35 3 9149
15 59 25391
61 47 4050
49 83 889
32 26 2686
57 69 9757
18 13 5237
2 64 14638
86 36 3282
30 33 12538
14 76 27754
25 37 5903
9 79 12972
86 14 19193
2 1 12391
64 16 14768
86 60 13225
26 2 13077
60 50 28993
4 61 484
22 51 15983
72 38 26262
2 62 11159
18 38 28859
60 6 14359
67 73 4027
79 4 21839
86 78 18764
79 44 25964
26 56 3286
72 64 19514
66 50 28920
44 3 2435
61 52 17634
24 3 7436
82 75 1553
31 64 29358
5 6 7346
5 31 10429
17 26 20702
43 42 27338
68 80 16897
30 47 30895
5 72 1513
13 42 4678
77 72 6875
45 17 4875
42 16 23651
72 85 2559
53 11 27087
20 73 13058
50 63 5546
48 50 17900
58 65 10175
14 15 11976
73 10 563
48 54 20362
45 49 23239
29 85 31448
63 66 1946
57 2 4784
22 81 20905
23 79 14353
55 84 8363
6 44 23596
14 30 13054
8 69 5292
14 29 16581
39 45 27998
79 20 9271
82 23 15674
46 2 19291
18 15 6223
1 5 4833
71 38 4981
7 14 8207
61 9 633
74 80 23786
39 9 440
36 22 1091
75 76 12278
25 64 3614
74 4 20949
65 74 20409
54 25 28407
24 30 9427
36 50 32711
1 20 30833
77 16 23650
81 28 28454
26 3 30374
68 28 17852
11 10 29302
78 72 10038
63 3 9445
18 48 27749
16 50 31633
12 44 13753
61 43 22957
3 30 27146
48 64 10371
4 48 18449
60 30 1926
23 30 26802
27 84 10249
26 23 16175
25 56 14964
12 10 14777
27 41 13399
77 61 8411
44 86 16409
22 43 12164
31 50 28710
54 16 27662
69 16 21613
33 32 12000
77 84 27512
40 67 9711
1 66 3677
30 76 2362
85 80 28713
83 72 11711
54 17 10311
54 9 25370
31 26 3809
7 17 21014
52 28 4510
66 25 15639
77 24 15025
18 36 27079
35 76 3023
47 9 10233
41 46 30973
52 74 20673
9 14 23767
7 72 2311
5 80 31353
20 17 1976
27 20 31876
16 26 30965
54 85 14277
13 3 25644
22 68 2844
50 9 1967
9 29 15862
72 61 11264
86 72 21271
63 39 8049
58 83 2947
9 10 157
64 9 85
20 57 6559
27 26 6092
21 15 774
36 48 887
80 32 28489
86 41 13232
51 69 5764
28 21 14319
3 71 9480
53 21 9454
11 48 18760
55 7 7250
48 62 6935
81 41 12163
77 17 14592
64 18 23991
57 61 22746
4 80 13886
63 26 26163
74 79 8770
21 46 16051
58 14 16001
49 17 29857
56 21 2164
34 63 23669
54 60 15034
60 33 17318
4 43 453
34 38 26337
51 64 30472
77 13 23703
69 14 4423
59 67 25140
8 16 4386
40 56 29756
56 75 9285
41 68 13931
46 59 28632
68 4 3569
76 38 19362
48 22 18575
54 69 7720
70 4 31719
85 69 17854
65 53 24058
60 38 6447
21 38 15547
35 31 9048
14 16 30613
53 46 28046
28 10 13811
68 17 13745
46 44 3610
70 76 8339
25 20 14510
69 44 23276
64 63 14146
59 14 9660
66 28 26469
34 61 5870
56 11 29992
18 6 30917
34 25 1368
65 38 4920
30 72 30032
36 46 9312
14 54 26598
80 21 11341
62 41 1041
84 82 26250
52 65 23828
66 85 19440
81 53 484
57 4 6197
31 25 25183
46 12 24035
54 43 22698
76 29 3508
48 38 14805
2 34 5620
59 50 14646
51 62 54
74 3 6806
83 74 13379
65 80 31545
21 32 23056
17 42 3425
52 10 16169
82 53 14399
21 36 10154
48 29 16307
15 51 21065
65 48 16096
3 67 12358
86 48 23694
85 16 9758
3 33 16690
67 69 4658
41 32 32485
80 77 6415
60 2 23676
40 35 24235
24 19 12965
13 19 11526
7 73 32332
82 40 28455
25 10 24405
80 1 1172
40 21 2260
45 31 10721
39 60 18637
47 32 24397
74 60 868
86 52 24570
28 72 15156
36 67 6986
3 85 4737
4 34 25161
71 52 32767
83 82 1614
79 52 4882
53 77 575
86 18 24529
62 20 14868
16 19 23753
83 59 730
84 81 12945
47 82 17550
69 13 10468
37 62 8986
55 78 12239
31 20 1113
75 80 20998
51 21 8899
31 82 6045
56 61 12695
29 4 31251
54 84 18696
3 82 11928
13 72 4969
33 81 4900
29 39 19001
10 7 29019
66 79 18310
23 41 24474
20 43 21069
15 34 10246
10 22 18644
35 68 2444
78 84 8729
46 38 13729
80 50 23065
6 61 6056
78 11 32764
19 47 29524
62 53 22040
26 61 30365
45 43 32356
58 17 8852
82 2 20968
20 47 4864
57 70 3973
77 27 3004
40 52 15657
14 35 12335
40 80 11998
56 36 5702
44 37 29317
15 81 31333
7 62 640
75 16 7199
36 58 19895
34 30 15517
77 35 14505
57 33 23707
18 25 26724
27 46 21896
11 52 2062
28 44 15125
25 60 19811
10 81 15201
37 24 28889
82 65 29128
19 3 13561
73 24 30639
80 36 9827
51 75 9221
40 29 5045
6 45 18885
65 44 18402
49 27 27727
34 26 18396
75 84 27981
71 12 28560
21 60 4586
24 14 18839
35 55 30426
55 4 25799
44 31 15964
38 13 22541
35 27 24480
48 16 15354
57 6 213
11 65 7123
64 22 17695
65 55 24241
78 36 24017
74 25 20106
81 69 5287
85 17 20920
44 15 11341
83 68 30098
39 3 7605
34 21 24749
18 34 28300
31 23 26965
60 68 24755
33 44 4047
15 2 21447
12 48 1309
63 83 32526
68 1 22581
10 20 2051
77 11 14235
56 24 28495
76 27 1375
82 35 9271
47 79 19969
69 20 7730
8 34 17505
1 81 15617
13 66 5701
15 73 3371
84 46 6245
54 30 25940
39 16 3360
19 18 12375
63 2 25804
47 73 30600
6 85 15737
67 28 7612
33 61 23379
24 47 7636
86 53 8982
58 76 13208
11 75 13933
14 48 5499
61 78 26798
85 79 1353
76 21 27477
40 60 30389
33 64 8902
60 58 7744
24 71 18810
33 26 30333
11 13 21905
2 13 32242
62 65 20759
32 31 26328
58 1 26572
36 85 19943
53 2 23123
56 78 17156
28 50 16176
58 79 14035
7 76 12970
84 56 14372
80 20 13904
69 7 7452
17 15 24949
58 84 2646
27 54 15159
36 71 7721
31 49 4892
28 11 31985
16 28 23750
23 44 25455
48 9 28196
34 58 21295
52 22 20019
30 62 3727
78 63 5426
46 30 11648
5 70 7452
14 53 11035
70 10 4342
41 64 22168
24 28 8680
14 78 19281
19 45 21814
56 34 13800
14 28 6396
67 5 29474
3 27 11195
1 72 27578
81 65 20738
27 55 2221
81 18 22382
35 10 14166
60 59 1345
3 4 7389
6 41 16932
11 21 8840
36 11 3355
61 69 22691
12 4 6533
72 71 27860
32 17 4338
76 34 9435
15 26 16927
20 6 6482
30 4 32685
74 75 26327
18 61 25878
50 27 7728
64 34 29205
48 35 30670
18 84 9516
20 83 9037
21 74 24758
68 64 15887
19 4 27008
8 60 10485
15 58 25418
11 7 21060
4 69 9574
74 76 884
52 25 32335
40 28 27710
66 56 4910
66 12 10762
15 43 17156
47 75 10451
51 84 5387
37 18 17314
67 58 14654
14 82 21243
39 42 15701
59 48 28692
84 71 28912
81 74 28071
7 59 119
83 77 13011
36 49 3383
33 2 10334
83 55 3031
46 49 22314
42 54 30848
12 17 15226
3 10 32049
53 61 21734
9 63 22193
16 22 7734
53 47 32352
81 3 1346
56 70 16694
61 75 248
26 81 3408
79 76 24465
34 24 20931
27 80 19435
27 34 780
50 14 17616
10 50 26687
3 66 809
80 11 22805
47 1 24218
45 23 27079
10 54 15517
27 5 9705
28 12 1950
70 83 6941
20 59 24813
17 14 1695
86 30 11448
35 29 16376
34 50 32349
39 73 13676
7 19 28313
54 72 9768
55 47 2547
60 23 29829
38 79 7942
84 66 1317
61 25 5843
51 2 15323
82 24 14650
71 11 12256
67 43 1132
77 32 451
50 7 3148
18 79 7788
80 23 5528
78 29 30746
26 19 6609
80 61 27233
31 40 7900
20 50 1567
50 39 14888
75 29 14565
66 48 10080
47 63 1626
52 14 8725
64 43 9717
56 81 30508
57 52 26581
34 11 9084
35 12 2082
35 62 30078
4 54 426
76 16 12044
17 52 26673
84 2 22637
28 3 25592
58 39 12416
5 47 16205
64 58 30423
1 6 19636
21 4 25430
30 61 19864
15 49 5151
68 10 1292
36 14 30506
69 3 28391
34 70 1868
30 66 20188
67 64 21613
48 85 5529
5 68 8304
83 3 27981
6 86 23514
46 45 11918
9 51 3107
57 19 30721
21 69 1112
41 11 26884
62 75 12480
30 70 28289
65 43 31319
4 27 31249
55 10 25825
57 12 27564
1 26 10872
57 24 30397
37 54 431
4 75 13565
5 46 18315
53 58 20401
8 40 26250
27 13 31
6 37 11444
60 16 17920
79 28 7439
21 26 21390
40 81 393
64 27 22235
70 80 7188
2 54 14444
69 26 4932
42 73 4975
19 33 27634
33 53 32189
73 63 3070
26 29 32689
68 74 6951
70 77 6665
6 74 1341
32 30 31227
9 52 8203
46 72 3892
18 45 21640
56 57 14986
22 40 8324
73 4 6925
12 16 9339
1 30 4571
18 16 6166
24 63 5633
67 47 28339
72 22 16933
16 40 11257
85 55 2699
6 58 2086
83 56 12435
40 59 1417
20 52 1514
19 46 10364
45 75 19324
19 80 1607
66 39 24597
45 3 786
41 13 30461
66 11 12182
77 86 3865
62 36 15238
4 25 20292
11 32 17560
30 12 7422
36 84 18616
86 12 6587
57 45 16107
41 21 7796
56 27 2654
3 14 10326
13 36 27550
84 3 18923
81 7 5460
55 69 15880
68 37 18587
15 84 27200
41 84 29104
17 19 20113
80 2 20918
1 24 17230
65 54 31873
77 81 6610
43 30 6273
3 29 3242
20 19 30428
39 25 16138
3 77 13559
26 65 15776
46 1 27161
83 62 32065
15 75 29734
47 34 15158
63 29 32476
41 10 21367
59 45 29732
59 31 32687
73 68 12178
4 78 1386
8 31 6638
37 76 2327
36 61 25950
66 75 28389
70 82 479
44 74 27876
74 53 17037
80 47 17299
84 70 14729
7 58 31737
29 66 17903
61 16 21916
60 79 14078
72 60 28225
57 28 29204
53 29 23419
55 22 17465
40 20 9698
8 4 18834
74 7 479
50 15 26934
57 14 2643
26 44 4787
79 8 22263
33 34 14423
23 59 26444
78 77 30496
66 5 32606
45 63 14539
43 83 26163
65 70 2481
55 75 18887
28 36 24995
66 70 10819
62 56 30873
46 61 1675
37 36 17517
50 2 11249
13 33 15256
74 11 30546
81 58 6775
24 46 11294
42 65 18765
1 82 4081
40 10 24639
57 48 29206
61 66 14403
18 40 19335
27 19 21119
86 16 25340
27 18 9305
50 75 27174
73 61 762
20 61 986
59 73 27404
82 76 17705
75 31 22364
65 47 10532
2 22 31174
26 64 4852
21 10 6829
62 8 30535
18 73 3509
39 71 7478
34 83 28442
34 52 12440
23 39 22585
34 43 28100
11 26 18207
17 6 30785
82 37 30457
67 82 29596
20 67 11411
71 51 17804
86 80 20607
9 16 3603
8 72 4501
31 79 6501
53 54 27666
30 51 8950
50 38 2460
86 81 30443
44 42 14706
31 30 1321
39 17 3486
12 77 1574
9 46 22102
17 31 25484
41 61 17409
58 73 8334
72 25 15548
44 51 6167
59 32 27368
66 20 17966
70 24 26978
81 27 9998
52 12 11793
10 84 16577
68 47 30689
40 76 5851
63 46 18177
40 79 16944
12 75 20926
80 15 924
83 86 31303
5 53 15765
46 54 18853
22 28 13116
70 79 19836
64 57 32207
48 13 2837
38 77 6560
50 57 546
35 57 14054
70 86 24890
12 5 31664
41 30 21295
77 41 28971
51 61 22836
5 10 18384
72 39 32686
77 39 27327
70 59 6795
26 41 5864
25 22 31466
7 5 319
32 25 21868
8 78 13518
81 32 8761
4 18 17381
38 35 22997
63 38 31286
63 14 8367
60 80 15504
73 82 5499
75 27 32511
47 41 4762
18 35 8581
63 84 10813
27 8 7258
58 24 11079
23 28 2357
21 7 32062
17 30 22890
3 48 29740
50 62 3408
29 69 3172
75 34 16253
41 76 22900
19 10 13288
85 23 32361
17 73 26209
4 14 1486
13 71 28972
12 20 12145
67 22 21137
57 10 21
29 82 2479
25 1 5621
18 12 25442
57 46 9089
55 56 13274
73 49 25135
8 71 3810
49 50 10100
76 65 29733
84 34 12285
71 86 13869
46 78 25589
8 2 17702
44 59 23151
43 55 15573
76 12 24465
56 44 7182
57 7 26545
26 83 4820
66 65 22557
75 37 6219
68 52 19305
62 17 13703
15 77 15143
44 47 30434
26 37 7479
19 2 25706
28 34 26761
83 4 432
15 31 12496
63 48 23952
22 8 14014
25 11 2049
22 42 20008
77 18 22820
4 42 16001
37 80 27645
27 68 31030
28 85 8960
66 77 30610
78 76 30647
17 3 3944
2 75 28975
65 86 1605
13 46 19848
45 47 6487
33 49 20222
67 6 2946
15 85 5682
47 15 7304
65 85 4074
61 45 21596
3 68 32308
1 13 2276
81 42 6649
42 11 3526
63 41 26761
42 48 23853
85 62 18118
23 83 8935
34 1 19381
81 38 8367
76 28 19701
22 78 5170
14 44 7123
5 2 15273
8 30 29991
68 31 6239
9 68 32543
35 69 29999
9 53 15258
9 67 17435
70 13 7113
85 78 9803
37 17 24197
63 13 16775
59 4 31449
5 41 30766
13 55 8507
1 56 20640
14 51 16979
80 29 23520
59 82 4499
2 7 17824
19 54 20343
80 10 588
62 18 28766
52 73 3185
48 33 24847
47 37 24755
10 76 29052
38 53 26956
24 41 2653
72 32 30284
38 1 5472
68 29 1776
44 43 4762
14 70 495
57 38 25937
65 13 27086
31 57 14593
86 26 3432
77 76 360
59 72 5638
82 4 21201
58 20 28792
33 76 22671
49 70 14405
41 67 29386
30 59 6161
60 10 6284
61 42 14554
76 64 25643
62 42 13099
31 29 24046
65 8 23131
33 24 3150
18 70 11038
85 34 3437
59 81 26593
12 32 12386
7 66 16179
30 10 7657
17 38 14169
66 59 21482
33 18 19896
22 38 25311
48 55 28048
42 75 1615
34 82 23334
86 3 2809
69 49 17897
40 30 407
14 39 17005
46 14 810
54 81 11998
31 36 31938
71 56 12895
27 31 12918
66 40 5322
55 17 30077
27 83 15463
13 14 24486
69 80 9790
