100 143
36 100 100
60 11 34
82 28 84
31 36 30
59 64 26
8 69 30
58 84 94
73 17 72
40 71 2
56 80 51
50 72 33
7 53 18
39 26 5
52 21 59
35 75 99
98 89 36
48 53 24
42 32 35
61 21 84
96 63 17
81 20 13
27 32 23
57 18 37
68 33 93
24 41 76
74 7 29
29 74 70
19 4 63
23 90 33
78 97 70
57 99 99
34 78 9
93 58 62
54 67 67
63 99 37
4 1 80
97 72 21
78 58 57
9 12 17
19 39 63
43 85 11
54 31 51
95 22 40
40 17 79
60 22 91
14 22 81
86 91 81
36 17 86
94 22 99
66 40 71
84 2 6
13 5 171
16 13 315
26 13 485
37 13 276
44 37 406
47 13 93
100 131
66 76 75
54 5 87
76 19 60
35 58 17
83 68 30
39 31 63
3 64 33
62 57 83
54 2 39
56 45 61
2 36 71
66 27 47
97 98 91
52 40 83
22 21 24
52 28 7
45 31 24
14 78 88
78 80 19
82 56 14
38 7 20
4 44 79
80 98 89
69 30 95
33 9 98
93 20 1
13 97 93
99 11 32
2 99 81
33 27 21
59 14 72
41 15 22
27 9 47
81 67 10
63 73 65
55 47 98
41 62 59
93 9 84
76 33 84
44 50 87
10 15 22
55 1 86
43 82 39
55 45 11
84 1 15
71 85 34
87 10 27
98 3 58
93 24 91
10 94 100
28 13 1
67 52 31
52 32 87
21 11 24
18 34 4
71 90 94
97 94 11
81 40 61
42 54 49
98 23 25
84 61 27
87 41 21
1 19 13
58 75 20
35 96 24
34 19 73
16 73 38
3 91 65
83 97 93
83 99 2
86 98 35
21 49 57
94 66 82
16 24 97
64 17 39
39 48 54
63 33 96
12 41 52
5 50 22
74 48 34
78 34 8
2 27 72
24 99 42
54 1 98
68 13 39
27 8 12
49 76 46
32 53 39
67 63 19
43 6 23
28 16 49
81 18 62
24 51 26
4 88 18
51 93 52
80 29 15
21 20 12
30 64 70
30 51 36
97 34 37
60 68 18
64 5 53
75 9 68
68 56 9
23 40 25
33 6 49
25 88 56
89 14 43
13 100 91
6 54 22
81 4 99
84 74 97
81 73 72
26 100 18
82 73 51
60 36 5
25 98 95
44 86 94
47 31 98
4 60 94
37 7 103
46 37 286
65 46 433
70 65 293
72 46 28
77 65 309
79 7 432
90 46 260
92 37 428
95 46 233
100 92 501
100 128
93 51 100
82 52 88
45 90 48
13 22 66
19 47 84
26 80 4
20 87 82
79 32 20
65 79 75
3 43 50
73 77 37
8 19 37
83 40 36
91 54 90
24 96 39
38 23 15
54 92 50
67 65 29
45 64 94
89 68 88
36 8 32
47 53 26
1 100 99
74 54 81
20 18 22
77 38 57
96 61 45
37 65 77
16 68 10
99 69 65
58 23 60
94 69 5
32 16 5
13 67 37
19 6 45
73 53 97
48 60 91
66 3 3
3 7 56
57 38 71
57 88 36
26 18 28
83 48 91
95 39 83
29 65 40
89 7 2
96 72 41
94 50 15
5 93 8
78 44 43
5 18 88
73 70 48
15 85 2
46 94 86
55 14 27
24 56 5
76 94 43
23 89 100
19 5 75
87 3 46
42 71 48
55 68 81
9 73 27
65 15 93
29 22 14
9 10 63
35 80 70
12 31 96
35 74 66
87 29 2
56 64 80
37 98 46
30 12 44
17 30 30
73 27 36
42 91 6
58 29 37
17 98 61
7 40 60
67 89 56
31 34 47
18 27 28
79 71 90
73 11 28
39 57 88
70 74 95
39 40 90
52 55 40
51 48 64
72 44 59
46 1 26
87 25 47
94 19 12
58 18 40
57 1 61
89 65 85
79 63 92
72 85 47
62 36 34
75 83 100
28 45 83
53 38 100
63 51 59
7 51 14
67 83 24
79 84 79
47 41 88
38 30 69
4 16 27
77 76 73
99 24 1
22 89 19
4 9 71
2 94 96
51 14 55
61 78 18
42 97 10
23 33 73
6 85 33
11 42 10
73 65 22
97 75 43
64 32 37
33 21 192
49 33 441
59 49 477
81 49 282
86 59 321
100 139
27 93 76
9 34 54
11 55 23
26 20 25
59 17 98
86 12 52
60 89 79
22 25 45
82 41 59
56 90 71
78 39 79
43 36 56
4 67 39
39 20 23
71 93 4
42 20 67
67 51 73
77 49 91
82 74 52
1 16 90
12 57 99
85 15 1
65 72 23
53 4 73
20 23 95
44 26 74
69 91 84
50 23 26
72 48 13
36 21 34
10 12 51
98 47 75
58 55 17
8 65 56
98 5 40
28 65 46
88 54 17
100 2 30
92 7 62
19 96 23
37 54 26
56 89 34
93 44 93
78 5 57
45 20 84
38 91 64
46 38 61
84 8 55
85 17 16
34 75 98
11 52 77
23 68 66
89 37 51
52 66 20
92 50 24
21 27 1
81 29 83
65 100 38
54 47 93
92 57 56
41 75 76
30 80 19
96 59 92
43 99 84
52 18 64
28 8 99
63 45 79
13 47 50
98 83 2
22 83 47
21 3 74
40 78 86
42 100 86
95 48 56
54 12 51
93 23 71
48 27 96
47 16 82
25 86 97
90 6 80
2 59 42
7 29 51
40 44 60
12 37 69
56 77 72
35 28 43
26 66 37
79 70 6
48 86 56
76 85 93
20 50 62
86 34 43
75 95 55
15 89 78
66 53 56
72 40 42
42 18 85
41 53 56
28 15 63
92 37 29
88 91 1
16 4 2
2 28 23
28 19 68
13 37 46
97 1 42
51 12 45
16 28 33
54 42 80
80 61 84
52 45 53
59 98 33
50 65 66
100 94 77
47 30 19
22 20 38
50 54 19
39 18 39
74 92 94
61 82 53
31 60 72
15 58 91
9 41 4
70 97 65
14 19 79
65 11 63
100 63 48
76 22 85
11 82 51
37 64 90
42 76 68
81 15 81
22 57 25
52 62 16
32 24 190
33 24 69
62 32 311
73 62 640
87 33 418
100 139
21 77 77
58 8 49
15 1 98
6 11 87
15 5 24
27 95 27
9 90 75
59 65 32
30 75 37
68 3 36
50 73 39
54 80 37
24 65 34
9 17 48
79 27 20
87 100 76
61 60 78
42 45 98
3 95 76
18 16 46
70 74 74
73 96 38
30 52 81
8 97 41
87 79 39
1 12 68
66 78 64
45 83 70
17 45 53
6 47 27
49 78 45
78 60 4
6 90 42
91 80 96
80 98 3
48 13 13
7 62 30
67 71 5
2 21 37
8 50 54
78 93 2
79 39 72
28 69 56
100 66 93
52 92 74
87 1 97
51 58 46
2 87 79
26 100 88
68 87 11
84 99 42
48 52 23
93 97 81
9 14 61
88 27 26
81 32 57
98 7 15
85 100 69
87 93 17
18 28 38
6 26 93
76 97 84
70 39 73
7 81 72
25 94 97
48 85 89
86 28 21
87 95 73
65 93 32
62 13 83
48 84 94
41 74 58
6 29 74
49 41 7
70 81 12
89 53 73
45 97 56
95 6 79
92 19 38
19 43 46
93 15 6
82 48 61
38 96 50
7 42 65
25 86 49
33 43 100
16 37 50
33 86 63
6 93 5
47 70 8
28 44 14
2 35 31
59 36 23
47 15 42
27 86 71
31 46 21
5 73 42
99 39 48
68 72 72
45 39 82
32 79 64
67 92 12
35 47 39
4 26 53
9 97 29
96 88 67
46 34 29
45 14 12
76 72 75
35 87 24
64 85 74
76 21 43
51 79 94
80 75 14
43 14 28
56 87 86
29 20 62
27 25 97
95 56 27
87 98 38
50 59 24
28 58 95
75 43 58
59 44 11
45 7 26
3 81 11
10 45 35
22 35 47
14 40 25
15 7 37
49 15 73
36 31 69
30 59 16
86 13 31
34 23 282
53 34 161
55 23 502
57 23 136
63 53 49
100 139
47 18 10
21 43 94
35 34 96
88 38 20
12 49 9
100 23 14
10 48 87
92 12 1
80 77 4
75 23 22
3 25 77
97 9 13
30 8 15
35 90 39
9 41 92
23 51 52
86 83 45
13 60 12
40 34 84
83 19 2
88 82 38
81 78 67
21 33 29
67 29 2
21 83 31
96 61 43
25 83 67
28 16 94
16 88 23
9 43 40
88 81 17
5 53 63
93 32 19
57 50 65
13 12 10
93 6 39
5 23 5
90 91 12
73 31 79
85 1 51
34 29 9
28 12 84
6 78 85
94 1 80
92 61 86
47 73 94
82 89 24
56 83 90
77 20 43
64 17 52
42 41 99
38 17 18
27 73 16
82 61 4
6 20 43
24 95 7
48 36 57
67 52 78
69 29 13
93 54 69
91 100 82
77 95 75
49 16 16
44 95 92
20 75 21
69 78 95
46 32 79
9 74 42
82 22 23
81 79 48
64 91 88
100 42 92
15 54 21
19 30 1
97 95 84
79 70 24
91 94 84
39 6 45
71 75 73
79 67 87
96 67 92
93 58 70
62 53 49
20 49 100
67 53 19
98 76 74
78 2 25
36 31 100
9 76 39
19 18 72
98 4 34
1 61 75
82 65 52
85 87 43
3 14 51
12 88 55
38 40 26
50 42 34
92 14 49
28 7 15
12 78 30
70 60 74
92 35 69
28 98 92
25 8 53
76 67 22
89 98 42
90 11 35
62 55 86
52 73 24
84 48 34
19 78 90
94 87 9
43 59 20
53 92 8
91 45 80
80 7 24
100 22 61
95 82 58
97 53 35
86 41 52
89 32 40
58 43 43
40 70 57
7 83 80
39 26 44
94 2 9
80 45 39
64 35 24
70 57 52
23 25 2
88 30 48
17 63 46
12 32 11
63 37 468
66 63 112
68 66 306
72 66 413
99 63 428
