80 110
13 39 46
35 65 4
20 44 34
59 57 7
49 11 67
67 23 5
38 15 67
46 7 60
41 35 19
42 65 23
80 37 98
21 46 25
46 72 65
53 8 3
4 49 62
51 48 21
9 76 57
4 22 53
77 2 40
64 71 90
59 78 4
13 29 65
31 29 57
76 20 62
16 51 45
71 44 56
74 13 7
45 7 5
19 5 110
44 5 385
58 5 165
68 44 457
73 5 206
80 110
27 43 41
2 68 90
48 39 54
32 24 77
61 42 69
11 74 20
23 48 30
25 36 40
49 44 23
50 14 86
55 52 20
42 16 44
58 12 88
71 26 76
28 19 83
22 21 57
57 45 61
61 45 34
59 48 33
51 71 49
29 31 92
75 27 23
12 11 96
42 54 70
3 29 79
1 37 90
15 11 10
9 73 3
47 39 96
31 44 31
31 32 8
79 55 59
11 4 87
35 40 16
64 8 79
67 6 63
48 55 27
67 36 49
31 79 75
21 40 21
19 17 39
75 13 96
10 44 73
56 67 89
67 23 5
72 59 66
13 40 80
31 80 95
32 20 79
5 30 3
47 17 50
39 55 53
14 65 46
21 29 88
77 32 8
22 8 63
74 2 76
34 12 5
22 72 61
34 45 76
60 21 34
37 12 84
35 16 40
14 6 89
7 65 53
28 39 31
12 6 49
6 28 51
6 34 100
55 71 99
46 13 27
74 41 88
34 3 33
64 24 61
18 44 57
25 7 95
58 56 42
21 69 52
13 72 40
57 10 98
7 72 99
76 55 12
35 19 41
39 41 18
72 71 91
52 34 97
37 60 78
21 43 10
14 48 59
32 1 10
76 25 7
24 36 48
7 37 66
32 78 60
34 46 84
46 11 19
17 53 54
26 17 76
12 75 95
67 17 91
72 10 67
40 25 47
33 30 349
38 30 434
53 33 184
62 53 291
63 33 16
66 30 147
70 38 117
73 53 514
80 109
46 8 48
2 70 41
21 61 84
72 77 29
63 19 64
71 63 91
63 28 62
49 55 87
56 65 63
44 40 46
51 30 78
47 67 40
79 61 56
7 61 27
25 75 71
79 48 22
60 46 11
33 63 49
18 48 36
60 58 13
41 11 68
68 67 31
19 62 85
80 6 8
21 1 37
54 26 15
49 70 27
61 41 17
58 7 32
16 67 14
61 4 9
44 46 21
49 32 16
67 30 36
66 42 69
69 8 86
2 67 18
78 34 1
61 13 55
63 4 41
48 39 75
24 66 4
13 68 20
26 36 32
69 18 69
36 11 4
59 31 38
74 8 91
42 2 22
53 18 13
28 22 97
22 77 29
74 13 48
30 44 60
53 20 82
17 42 62
57 54 54
30 13 90
14 19 84
72 57 71
79 32 97
12 53 9
10 24 43
29 35 54
41 56 15
47 73 23
54 65 45
67 80 55
1 13 9
1 15 27
33 29 34
26 61 26
29 18 67
4 12 57
59 44 63
12 47 70
22 54 41
20 1 50
49 56 81
10 3 39
30 19 69
56 52 43
62 56 25
5 37 8
80 58 77
41 51 37
43 22 59
43 29 79
3 13 95
60 75 67
39 46 74
42 6 70
22 44 13
24 60 26
13 29 39
14 71 72
44 62 30
57 10 1
26 27 3
53 73 73
23 9 250
27 23 387
34 23 139
37 27 300
38 34 306
45 9 220
50 23 486
64 37 282
76 64 371
80 110
59 50 77
16 44 29
4 54 57
7 53 31
54 32 95
38 61 44
60 17 26
19 9 47
1 2 36
36 80 65
23 30 50
77 7 1
35 36 89
73 21 23
68 54 22
20 47 73
19 35 76
53 16 33
29 20 89
75 69 15
20 1 23
15 40 3
11 66 82
72 77 50
38 68 50
8 64 61
60 67 99
26 53 73
10 20 55
14 5 90
34 17 19
75 3 48
5 53 100
67 9 48
64 55 56
39 32 11
24 2 53
16 47 49
64 33 44
12 20 41
31 43 35
68 22 20
55 36 97
40 64 8
2 10 43
29 25 34
29 6 80
53 47 64
74 41 8
70 46 13
65 62 78
20 11 44
22 51 19
22 62 46
22 71 66
30 78 29
8 6 23
20 79 90
13 41 74
47 48 83
19 23 45
45 77 80
1 69 44
53 72 59
39 52 59
12 22 90
49 13 90
43 67 50
17 57 74
72 55 16
61 35 85
71 51 4
19 49 65
30 37 17
32 37 65
66 74 68
48 31 50
47 62 70
61 25 55
72 71 36
11 61 35
77 32 88
78 21 15
16 48 44
17 68 63
49 26 92
25 18 91
29 65 86
3 12 31
63 3 25
51 33 56
70 37 29
41 21 42
14 73 41
26 45 68
2 35 62
68 6 48
50 75 24
45 51 79
38 10 30
3 69 3
44 8 46
31 47 62
35 16 78
57 56 22
28 27 192
42 28 176
56 42 173
58 56 324
76 28 114
80 110
63 40 17
38 8 98
7 17 100
46 23 73
68 20 87
25 57 81
10 44 83
68 49 78
2 5 87
78 6 89
54 71 75
59 24 66
25 45 83
15 4 38
21 1 74
10 72 61
77 20 64
15 18 77
45 43 91
48 52 27
31 43 88
37 26 16
19 77 59
66 16 42
45 67 79
43 75 71
18 77 95
54 2 47
4 3 54
7 34 91
4 19 83
56 31 35
44 24 56
21 13 52
55 16 61
76 70 73
64 30 86
50 2 62
65 74 76
48 62 18
29 28 5
12 58 58
1 41 58
6 33 31
45 5 3
25 51 69
71 7 40
48 56 89
53 44 70
70 38 51
7 36 22
30 7 25
62 56 10
65 37 26
73 71 39
4 27 54
65 9 5
73 8 84
52 44 66
15 67 68
5 9 12
36 9 31
27 43 1
10 12 42
29 55 84
34 14 34
8 53 17
28 33 3
61 16 3
49 71 88
39 69 47
53 34 12
76 47 32
64 24 1
53 20 49
57 67 2
64 23 96
72 8 12
26 61 81
21 31 86
23 58 64
52 3 50
79 63 49
31 13 36
63 11 41
37 80 71
58 77 45
18 54 32
15 60 33
79 49 40
11 13 55
47 54 26
1 18 95
14 6 39
49 43 50
21 76 72
71 14 3
8 71 25
28 52 88
63 74 10
58 72 3
53 22 75
23 40 6
45 32 28
26 75 28
22 60 76
20 12 92
69 17 77
35 32 148
42 32 211
80 109
61 59 68
16 71 32
3 15 36
63 75 26
32 73 52
18 7 11
4 75 83
21 32 25
53 25 1
30 6 52
11 37 22
17 42 80
38 17 26
46 23 13
56 60 58
46 69 53
41 26 59
75 29 3
2 49 14
16 31 93
42 44 7
61 19 62
26 18 25
68 26 80
55 47 86
10 62 20
37 35 22
61 10 66
80 9 23
3 37 42
78 14 65
5 25 24
4 16 89
39 63 71
44 63 42
47 44 50
28 22 15
30 39 54
50 59 40
25 26 75
67 8 19
74 55 75
58 36 18
80 31 83
56 49 14
70 14 55
65 10 17
35 76 83
10 36 5
5 80 98
58 19 15
1 69 16
32 13 42
68 55 68
78 17 36
80 40 34
45 80 24
4 30 69
43 16 54
9 74 76
78 42 12
58 76 44
58 49 45
37 2 8
17 44 71
52 30 28
65 70 44
70 38 66
24 21 87
30 56 74
73 78 42
55 6 23
79 31 12
16 66 41
39 71 74
75 76 61
60 46 93
17 80 67
3 33 13
20 18 18
29 17 64
35 72 46
68 10 91
36 4 99
80 2 58
80 37 86
41 52 64
48 49 80
50 14 68
7 77 9
69 21 58
71 34 22
47 13 6
20 11 66
74 22 84
25 80 55
18 80 29
46 28 74
71 31 72
10 51 70
30 44 99
66 57 91
48 17 97
55 66 66
12 8 459
27 12 120
54 8 244
57 27 111
64 57 46
