50 69
30 18 84
46 1 14
44 43 88
1 23 4
32 38 15
21 18 50
8 11 44
19 13 477
20 19 217
22 20 201
50 64
18 5 49
11 30 89
44 46 20
45 26 80
12 41 1
13 9 19
15 3 21
11 45 19
32 27 34
22 6 88
50 7 26
4 11 4
3 28 53
46 11 86
19 7 43
44 8 53
26 32 78
42 7 98
29 46 22
13 6 43
21 14 80
24 6 1
9 40 99
10 45 21
19 48 3
25 2 7
6 1 93
20 21 9
42 34 93
4 26 18
5 3 52
7 1 31
37 1 17
12 33 70
32 48 88
34 16 76
39 9 36
13 49 38
26 31 20
39 40 13
19 50 14
17 20 88
38 39 46
16 28 4
25 41 23
12 36 78
45 17 29
37 10 98
9 17 18
15 37 25
45 6 47
8 5 46
6 37 11
8 46 35
40 35 51
50 21 26
42 33 29
34 43 55
2 13 62
6 23 33
13 37 22
11 49 19
31 49 55
47 23 472
