40 52
24 8 297
40 53
9 23 80
32 35 69
19 38 81
7 24 57
15 30 72
37 13 56
11 24 89
19 24 70
26 40 24
12 35 37
13 35 14
11 23 73
11 10 82
11 35 77
30 31 90
23 20 11
8 22 58
22 10 69
15 34 28
14 16 62
1 28 87
18 9 66
21 38 26
35 31 91
12 36 63
10 27 61
4 1 55
39 3 58
23 5 47
36 26 98
3 37 21
1 18 15
20 30 50
34 27 99
31 37 87
32 40 99
11 33 67
3 35 96
1 32 29
5 31 25
6 29 8
11 16 32
40 24 27
21 13 54
34 4 8
12 15 64
17 33 77
18 38 71
37 32 21
21 27 29
16 2 166
25 2 73
29 25 156
40 57
6 29 5
35 5 100
36 28 6
36 7 57
21 25 23
8 35 88
9 16 69
4 28 68
26 6 49
21 9 70
24 6 49
39 8 66
20 13 95
35 6 52
2 10 90
4 33 88
37 31 35
3 26 7
9 24 74
29 21 27
38 28 49
27 29 78
36 12 69
23 40 91
40 20 88
5 32 87
24 29 44
35 27 6
22 35 20
32 33 34
1 11 70
38 31 15
26 1 98
18 21 15
16 6 66
14 19 57
37 2 8
5 25 24
36 1 7
29 26 1
3 19 84
1 18 60
22 37 52
2 9 83
6 22 2
18 22 7
24 26 42
13 8 24
10 6 99
2 11 45
31 10 16
26 30 24
2 22 54
18 23 43
17 15 451
30 15 365
34 17 273
40 53
5 16 67
12 23 30
16 8 98
35 33 33
31 33 8
39 11 75
22 23 4
37 39 92
5 26 66
3 5 68
26 12 36
39 7 26
14 34 4
32 8 42
40 34 74
23 33 38
4 3 61
29 5 54
27 14 92
36 40 54
17 35 92
35 26 43
37 26 8
29 40 41
40 8 53
7 30 19
19 23 86
14 28 23
14 7 50
21 28 6
26 23 75
36 8 80
11 37 43
6 12 8
2 24 51
23 7 43
17 11 11
37 8 85
34 30 68
1 20 9
3 25 16
23 27 82
26 4 55
38 4 33
29 18 55
14 16 95
18 12 86
14 10 10
10 9 392
13 10 247
15 9 208
20 9 388
24 15 57
