70 94
5 14 61
61 38 22
23 42 15
56 10 78
44 58 18
66 62 86
34 62 99
63 23 47
18 24 43
56 40 51
8 21 68
52 1 7
70 14 68
39 30 21
44 3 33
13 18 20
55 43 32
11 54 10
63 60 92
6 65 81
16 35 83
1 34 100
17 51 51
49 23 58
53 3 96
61 60 9
35 53 15
16 18 49
49 2 77
41 9 28
59 37 14
9 42 92
9 4 12
15 42 21
4 6 84
2 19 41
62 33 22
29 48 83
67 30 15
65 48 25
24 59 62
44 35 98
42 56 6
13 50 49
10 5 88
70 13 82
28 22 76
8 36 88
8 57 5
44 37 23
67 26 82
4 3 100
32 70 92
25 12 163
27 25 233
43 12 562
57 43 114
68 43 252
70 103
61 16 15
7 51 99
15 66 28
68 11 39
22 70 22
44 24 79
65 45 43
52 59 53
16 29 100
60 30 93
3 60 57
17 69 94
38 28 86
37 7 9
13 33 7
34 56 52
24 55 76
50 4 82
40 4 52
1 20 29
15 19 44
46 21 10
15 17 49
61 10 14
29 45 94
22 54 52
39 16 16
61 59 95
37 17 15
38 9 22
32 56 94
16 28 78
22 61 31
67 29 50
69 68 55
8 56 74
49 29 32
8 29 64
11 57 68
37 18 96
48 5 26
43 63 27
65 5 51
44 39 28
9 27 45
8 63 48
24 54 97
57 54 3
8 30 15
60 8 71
5 44 20
5 1 76
43 40 25
48 36 56
56 18 67
9 15 35
43 57 1
8 14 83
43 45 66
49 48 81
39 53 77
19 31 40
12 11 36
28 68 22
48 32 87
33 8 73
43 34 63
1 28 60
65 37 59
24 36 22
28 17 76
56 38 34
44 69 10
16 60 5
27 35 84
44 51 58
49 28 17
7 50 28
29 24 74
70 27 9
21 49 30
13 18 21
70 47 18
22 38 1
19 56 64
3 25 69
4 57 47
52 9 71
1 63 29
50 2 28
39 62 11
64 70 36
23 66 57
19 43 50
1 59 33
34 3 69
1 46 22
63 24 43
26 6 114
41 26 88
42 6 129
58 41 290
62 26 560
70 100
28 23 75
26 49 19
41 57 93
58 28 79
56 12 84
18 57 24
28 69 42
9 12 43
35 43 36
31 22 13
70 36 94
62 70 49
22 1 65
35 66 45
43 38 62
19 5 13
34 3 75
54 21 5
56 67 53
27 66 46
36 39 34
55 61 16
9 36 37
50 27 38
27 56 84
55 10 98
65 35 2
62 68 88
64 66 56
16 65 67
56 14 6
59 27 35
39 25 37
55 60 87
8 17 92
51 55 2
23 19 39
1 26 72
24 19 51
32 17 45
61 50 13
24 68 5
46 27 100
15 55 15
30 16 44
22 52 53
6 23 84
7 10 87
3 39 28
26 35 31
52 11 28
25 42 95
34 50 52
68 33 99
12 59 20
4 68 29
70 64 48
28 62 9
23 51 97
48 34 10
68 29 79
1 64 17
21 5 19
30 45 12
43 36 86
44 67 68
57 34 6
43 70 30
14 11 2
14 18 57
62 61 92
29 25 13
47 13 50
51 50 53
70 12 80
69 27 57
70 18 32
26 54 17
65 68 55
34 52 13
12 55 69
38 5 99
47 10 44
7 34 45
6 9 79
49 25 42
68 49 79
3 70 43
45 25 41
54 67 60
27 24 85
60 58 13
3 67 24
17 2 249
20 17 401
37 20 228
40 20 84
45 2 195
53 40 267
63 40 438
70 102
7 14 10
33 10 71
40 46 45
63 31 5
55 53 23
18 23 14
16 59 80
34 41 7
12 43 89
70 3 58
5 49 77
55 31 85
37 56 85
59 64 72
67 17 75
12 28 60
67 23 36
62 18 14
59 4 80
39 52 57
39 15 33
38 16 68
18 24 45
25 64 77
48 15 51
31 53 69
59 22 34
29 52 77
33 38 25
58 13 87
10 59 62
44 9 52
27 4 52
41 16 48
8 41 96
18 22 74
25 65 70
5 58 94
70 52 34
34 64 63
3 36 37
23 36 60
41 30 1
57 48 15
45 13 65
2 18 58
43 20 23
64 66 59
65 59 4
48 62 52
21 3 2
24 58 47
23 61 14
34 46 11
35 4 83
25 39 6
46 22 98
26 17 24
68 57 36
36 49 14
40 62 82
68 7 44
16 49 23
69 30 33
41 17 86
44 28 93
66 54 48
42 50 90
51 18 31
10 13 8
15 60 83
29 49 58
2 34 91
48 16 97
29 33 25
1 58 89
44 70 17
24 32 49
63 29 94
53 32 71
23 57 83
47 36 17
36 40 2
30 26 38
31 12 73
3 66 93
2 48 77
60 8 6
5 17 15
54 69 88
32 26 83
40 70 94
13 36 39
47 60 59
28 7 56
9 24 94
2 22 18
11 6 213
19 6 106
32 19 413
50 32 273
56 50 179
70 96
27 13 51
45 50 92
3 69 72
57 48 63
57 15 30
63 55 98
11 5 6
1 17 35
38 63 62
64 45 19
51 50 11
3 31 24
46 1 16
29 52 16
23 26 27
6 56 4
33 39 9
33 6 77
18 35 59
46 30 87
11 53 38
9 41 63
2 55 99
33 66 95
49 28 39
27 37 83
70 5 60
10 43 2
40 21 85
67 49 65
41 55 46
40 22 31
38 11 90
50 4 61
70 14 42
16 70 85
48 24 42
12 62 67
34 37 55
32 48 81
60 35 84
20 16 83
68 33 18
66 12 57
18 1 87
38 13 81
14 44 6
33 56 7
70 68 32
40 55 96
28 59 51
16 53 32
29 16 92
30 50 36
43 62 7
70 46 10
18 42 37
57 40 95
42 1 44
19 8 75
19 17 55
25 9 75
28 41 90
15 24 21
63 66 68
24 59 31
43 69 83
11 60 20
19 63 45
61 34 80
37 22 28
7 5 90
36 19 73
35 70 13
63 56 65
30 61 39
62 39 74
4 36 56
19 52 23
9 10 33
58 31 29
36 53 95
16 31 80
16 44 13
6 16 81
37 2 14
1 22 51
66 68 67
25 10 60
47 4 34
27 58 89
38 25 41
13 30 55
31 26 196
54 31 252
65 31 176
