400 26322
276 206 57
156 15 56
81 339 85
77 326 96
222 228 73
151 305 38
236 122 94
136 301 61
101 118 84
60 330 39
139 370 83
94 305 44
178 79 50
373 372 23
370 211 13
140 35 13
68 124 35
318 117 27
248 398 49
344 107 84
274 60 82
8 300 17
317 206 71
241 219 38
290 329 74
289 63 5
60 301 72
205 165 84
362 149 69
386 116 96
300 84 49
206 110 63
326 89 36
282 174 65
332 167 7
86 52 92
42 202 58
281 73 74
31 368 48
30 125 89
201 333 49
79 89 81
341 187 100
354 226 92
246 188 78
54 223 48
107 67 72
192 379 55
59 153 31
398 349 41
294 203 9
32 44 75
72 196 98
296 299 9
220 272 8
86 351 29
78 88 4
6 362 38
290 253 94
118 260 18
123 363 95
289 248 32
28 287 35
136 149 70
135 278 40
74 261 6
66 219 47
140 238 52
240 113 32
277 37 37
271 220 19
16 364 9
194 195 78
19 101 92
79 194 56
272 340 98
27 41 76
384 275 28
297 199 21
397 24 22
125 100 50
381 169 58
42 20 95
337 261 19
244 233 79
78 282 96
68 260 50
18 47 83
10 164 66
22 143 41
134 184 94
326 272 91
24 92 20
82 130 4
77 187 58
198 286 35
96 109 99
229 92 46
58 374 4
86 187 10
24 273 3
258 348 85
245 55 58
292 131 52
57 225 50
271 361 100
82 78 27
32 1 15
248 345 25
370 233 73
395 354 6
99 342 70
98 129 7
285 320 94
194 269 67
351 162 29
49 335 72
174 83 13
333 2 61
288 163 47
348 86 48
351 387 90
84 210 22
314 192 8
176 170 23
213 255 48
113 367 58
184 230 79
178 316 72
46 65 31
44 149 59
75 83 6
153 281 81
179 200 70
212 352 63
364 330 21
374 311 74
361 303 63
52 318 90
216 168 38
64 318 75
354 176 17
131 261 88
277 46 6
7 360 54
108 253 68
255 265 16
186 276 47
194 245 15
79 335 35
200 398 48
94 40 25
228 313 21
24 258 96
280 15 87
129 230 79
285 229 5
226 32 86
296 25 65
186 187 2
228 36 30
375 146 69
176 301 38
2 300 28
307 104 9
326 275 29
77 374 19
353 146 31
339 183 44
325 86 25
202 376 26
72 200 74
233 177 44
394 267 76
264 314 4
383 375 64
320 307 39
261 45 34
63 277 100
81 33 99
360 353 14
32 399 59
216 158 13
132 156 23
14 352 76
314 248 32
11 65 45
317 192 99
381 274 63
272 155 83
278 158 48
244 196 39
197 214 96
13 251 32
79 313 60
84 5 83
363 31 33
100 222 38
252 301 38
231 8 27
257 259 69
267 272 85
143 208 76
15 50 83
6 392 99
299 27 22
55 365 37
376 276 17
31 250 34
342 357 76
340 30 68
108 124 86
119 80 1
24 74 44
266 137 98
103 122 86
21 384 66
266 174 33
333 159 51
205 160 28
242 199 31
236 94 34
249 268 79
41 144 2
167 279 79
241 125 54
120 249 11
120 132 45
196 399 32
87 315 14
53 324 31
135 326 69
99 292 60
301 272 37
294 12 20
190 347 100
269 152 77
218 87 13
215 142 22
78 389 42
279 173 74
232 140 6
358 287 98
361 298 36
143 200 72
230 105 38
47 330 50
385 35 87
200 260 16
141 62 97
249 188 79
5 87 44
386 91 23
226 143 73
161 301 42
312 185 82
285 224 71
253 35 36
341 113 14
227 80 10
32 96 52
24 138 86
276 271 24
142 118 21
245 153 98
108 318 36
341 305 81
107 259 3
136 298 41
216 190 70
293 172 93
323 107 88
209 396 37
178 119 60
37 81 73
388 341 20
206 177 48
370 373 79
67 341 71
42 78 55
372 204 96
268 9 75
152 350 31
236 286 85
311 352 6
286 187 26
3 126 4
186 378 19
360 124 100
309 42 95
351 359 61
55 1 73
252 160 43
110 251 80
234 344 78
162 388 59
35 326 70
387 344 9
117 152 3
169 28 25
169 198 36
391 36 14
42 267 77
363 168 67
98 283 22
145 380 20
379 236 23
8 388 11
268 386 33
151 139 75
350 89 95
16 215 4
83 109 99
139 190 69
281 366 37
200 280 65
102 346 49
254 229 24
148 161 100
381 154 38
164 155 68
185 300 1
26 7 72
68 175 15
31 190 63
168 361 81
169 313 88
104 133 31
207 113 49
154 60 63
182 327 74
332 261 13
338 394 18
395 211 33
233 277 31
180 356 93
392 181 8
159 34 66
351 144 35
17 266 8
337 258 34
174 339 60
224 176 43
193 113 47
394 95 79
384 77 27
158 192 6
375 34 53
261 130 97
105 1 70
31 26 17
39 27 59
8 218 69
390 393 32
203 102 23
308 69 23
393 183 32
392 83 51
168 245 100
61 165 17
119 183 91
49 396 4
246 89 88
6 32 78
107 274 52
29 393 46
278 327 47
36 84 10
96 313 57
131 60 92
256 272 99
219 84 60
16 123 9
124 20 68
133 173 86
219 163 47
161 296 4
132 388 66
384 121 80
217 164 80
127 218 6
159 344 92
132 20 95
330 176 54
299 400 43
46 69 59
337 5 46
294 361 13
307 93 9
290 64 31
104 31 35
234 318 50
323 129 76
256 33 91
305 120 21
78 223 42
380 327 50
39 392 23
186 359 41
265 3 73
307 207 46
237 159 2
370 44 27
306 248 77
268 205 62
225 274 30
53 148 83
345 378 44
344 321 66
93 236 62
250 381 93
213 182 86
188 281 72
234 212 15
59 327 90
399 112 91
275 196 65
25 391 42
69 172 37
303 211 16
54 265 66
255 70 65
320 209 57
262 105 31
394 264 47
193 98 7
159 270 67
269 379 72
91 110 2
400 199 69
283 235 31
220 138 18
215 96 55
189 140 54
109 366 3
333 288 75
67 359 87
234 366 51
306 334 92
326 99 28
163 349 36
227 259 63
52 337 3
164 103 44
257 331 58
189 91 86
238 4 14
281 239 88
255 248 84
254 307 71
90 316 55
170 194 26
117 46 62
168 338 93
106 61 33
358 163 80
330 153 81
57 162 67
298 219 94
241 370 19
258 381 88
99 140 98
132 64 93
325 275 1
233 312 66
196 319 7
314 45 84
124 105 82
92 116 62
382 392 84
68 54 19
190 383 28
244 211 87
349 380 16
334 221 93
395 343 42
305 8 58
318 3 3
213 361 26
88 160 42
340 114 69
332 170 44
87 289 69
318 48 30
233 234 37
206 338 38
45 203 28
165 252 60
103 124 73
318 327 91
390 233 62
68 51 83
234 323 18
218 78 50
53 209 71
311 364 77
207 56 17
97 258 47
141 124 75
370 192 88
49 76 88
375 31 21
74 145 41
148 341 73
25 399 71
339 387 7
322 334 54
224 70 15
232 149 50
175 153 6
268 103 15
255 209 63
112 312 22
69 109 27
336 276 40
169 241 35
217 145 100
200 392 38
281 276 37
287 228 17
112 360 3
225 107 46
190 33 54
54 183 26
342 395 86
191 257 21
158 363 49
102 372 80
105 367 77
172 260 26
191 278 77
195 384 61
162 251 45
64 29 61
308 150 60
139 352 72
64 51 2
251 64 94
221 265 43
97 189 57
83 34 20
47 312 49
196 20 60
120 281 97
140 43 85
236 95 16
229 242 33
370 256 68
211 273 45
79 1 34
158 137 92
155 50 70
329 244 58
300 49 75
359 31 7
1 143 24
383 351 31
10 348 80
212 397 65
295 37 2
87 303 99
192 302 96
10 162 88
58 135 4
74 5 70
398 130 19
318 170 20
338 63 18
313 31 35
398 205 51
180 79 96
284 69 80
360 339 83
124 365 85
294 80 77
38 224 23
328 205 17
371 239 9
356 369 44
332 269 76
309 202 79
249 270 40
396 339 48
34 78 58
352 309 80
125 35 70
153 324 3
115 357 2
302 34 62
127 42 7
257 314 84
216 65 13
400 25 15
384 113 66
26 123 58
332 345 74
357 100 55
316 134 28
61 319 6
383 295 85
221 203 88
340 306 25
95 330 27
9 6 8
399 127 84
111 337 45
44 148 49
33 175 8
222 309 94
387 212 98
52 394 46
318 225 94
247 101 76
192 105 85
219 250 50
109 368 7
30 19 13
205 184 5
155 138 45
242 96 49
346 221 96
71 130 38
237 393 15
51 81 15
207 229 79
358 342 39
345 154 90
387 189 87
203 96 59
369 132 31
42 61 2
269 241 58
35 400 99
132 246 53
102 48 85
305 185 60
319 318 12
160 187 61
252 246 9
114 111 97
195 268 21
324 102 57
95 261 39
64 196 52
144 153 22
362 375 64
211 229 53
114 320 62
107 245 25
276 169 11
54 375 95
296 24 49
140 7 87
280 236 73
320 372 13
336 382 93
330 12 69
216 84 99
14 55 84
390 301 87
357 370 24
54 274 44
219 124 3
241 341 73
68 293 34
88 353 54
81 74 16
203 116 50
353 249 57
231 36 74
16 62 4
48 150 78
258 232 84
318 47 52
300 330 26
74 79 8
201 398 40
128 51 82
44 301 30
107 310 43
30 355 45
234 78 33
48 20 85
28 229 78
59 72 69
170 18 53
98 353 19
294 238 75
329 277 24
159 84 23
385 106 78
382 304 78
10 257 93
179 313 88
314 292 25
165 171 70
232 322 48
86 109 4
248 32 36
239 65 84
220 247 89
396 244 55
318 246 66
147 350 19
48 355 100
264 132 66
227 337 39
357 120 15
233 29 62
138 131 38
382 250 36
32 283 17
176 293 19
70 109 41
242 329 76
327 191 75
128 185 9
71 361 53
219 297 89
268 363 1
261 296 68
179 270 70
122 234 34
306 78 27
4 373 50
96 400 50
366 348 65
160 284 4
101 64 85
263 271 63
196 218 20
184 320 47
342 130 16
240 4 41
52 109 64
40 261 41
188 160 4
204 193 12
88 201 21
41 189 92
384 351 8
145 388 44
248 229 94
88 372 92
370 385 54
116 110 64
48 78 41
323 1 54
357 124 18
324 196 58
157 108 87
214 141 21
332 249 52
257 209 52
106 127 64
360 326 55
100 352 54
175 302 3
298 334 77
390 229 49
19 81 80
91 143 81
55 301 62
127 269 14
63 246 69
381 146 91
218 269 37
240 340 72
240 313 21
239 227 74
283 217 2
304 246 46
233 144 36
13 323 74
139 141 96
111 103 61
212 336 80
223 42 8
255 250 5
395 392 22
13 225 62
339 233 14
206 232 28
275 93 91
2 382 69
334 277 65
398 315 11
384 173 76
137 384 97
132 224 30
140 90 99
337 204 100
49 267 22
6 297 63
154 76 99
247 309 80
301 250 99
301 198 60
285 341 5
384 90 11
269 391 93
244 143 92
359 127 93
119 16 8
334 142 67
187 190 25
316 38 80
341 147 48
89 22 100
108 59 57
321 54 40
135 48 39
321 290 91
89 105 33
101 31 10
332 308 10
169 399 1
135 59 53
100 225 85
325 345 10
183 315 91
61 393 91
351 138 90
74 101 73
222 110 72
136 109 60
120 112 40
73 355 58
280 24 73
86 12 49
209 111 4
251 243 84
340 253 60
2 213 28
134 372 6
248 208 52
225 319 49
371 88 54
280 234 63
93 49 69
315 154 2
176 377 81
316 68 8
331 114 1
215 341 74
326 198 87
307 140 66
163 52 78
186 278 23
204 101 69
44 347 30
129 146 61
335 102 46
293 353 88
39 121 91
215 38 10
25 263 19
216 87 99
11 134 66
10 316 36
293 114 73
268 12 93
283 169 18
321 101 43
117 21 6
103 178 33
308 105 76
76 239 75
345 268 15
7 283 78
107 10 81
131 354 43
78 222 67
130 205 91
53 233 34
353 271 6
214 107 75
64 149 33
282 132 24
165 210 1
398 258 99
116 107 34
157 60 36
338 80 3
382 118 92
113 12 74
50 18 22
296 320 34
90 347 91
238 283 86
199 108 5
341 306 12
313 244 37
80 15 59
218 359 26
69 162 61
121 190 71
312 300 95
268 30 25
17 128 91
57 90 54
74 397 93
115 238 98
32 302 84
199 396 72
18 116 4
6 388 73
360 224 88
95 319 99
379 11 83
101 94 57
137 391 62
110 48 79
188 209 57
119 375 50
247 94 31
220 388 46
62 38 69
134 133 64
95 296 54
235 10 49
303 244 100
184 162 4
185 232 58
270 386 10
152 320 3
223 231 73
154 274 1
251 301 49
331 370 18
35 223 17
269 81 20
243 294 17
385 66 93
303 186 88
146 56 63
65 224 35
50 293 97
330 111 56
278 44 42
371 113 73
277 182 12
135 279 38
260 354 64
229 270 54
378 136 89
287 71 45
348 70 96
324 73 70
181 138 42
333 222 80
226 380 89
162 200 52
221 268 4
75 15 65
26 379 47
101 263 53
197 194 61
300 272 39
34 198 91
389 208 59
234 167 7
378 356 96
240 173 54
166 89 76
110 117 53
368 5 36
45 212 77
259 158 29
292 194 93
202 5 9
337 162 12
396 96 37
91 365 16
333 358 19
175 270 73
305 13 15
303 280 74
178 71 22
147 229 2
208 257 51
238 169 67
87 290 82
59 143 65
188 157 67
280 140 19
247 147 59
20 243 31
399 182 9
91 108 45
136 219 22
294 263 64
17 384 68
172 338 62
230 197 62
338 381 74
297 268 20
297 76 97
207 375 10
330 283 32
148 383 18
30 99 69
272 269 74
48 314 4
196 229 16
262 54 79
142 194 85
2 178 39
299 245 97
196 363 40
391 79 46
102 308 25
296 341 92
34 136 2
297 393 79
114 232 21
241 209 14
297 188 26
163 277 10
258 263 4
305 52 88
140 62 92
62 125 19
102 294 86
122 203 63
194 154 39
202 233 79
148 375 65
299 129 47
68 361 22
144 148 31
283 107 12
138 224 13
81 175 84
156 315 8
305 87 98
29 171 49
226 3 94
309 55 16
89 61 21
272 72 89
326 136 2
267 122 21
52 173 94
104 368 29
222 107 17
223 224 66
169 379 28
70 53 21
152 158 94
66 275 33
184 1 26
383 275 54
400 211 95
242 207 96
75 122 70
68 236 39
34 232 53
335 194 30
171 219 85
214 50 89
41 184 87
178 202 72
80 161 57
280 260 32
61 398 71
168 259 37
67 322 12
208 4 60
116 223 54
236 7 35
152 185 96
187 336 71
284 177 24
24 153 60
332 161 49
297 30 74
381 20 93
90 45 39
110 213 47
359 75 7
55 302 31
301 17 31
251 130 17
122 197 35
379 350 70
311 231 18
84 322 34
128 370 68
354 388 32
305 209 21
158 346 1
155 335 11
304 100 9
135 79 44
42 99 65
363 10 90
159 358 24
128 85 48
391 374 78
122 66 97
277 145 13
111 240 4
165 42 98
173 365 6
136 88 16
202 203 73
379 338 40
393 91 31
275 149 78
394 285 98
396 338 65
116 122 88
57 52 2
244 374 39
181 33 52
93 121 17
362 370 5
230 138 88
107 293 20
173 321 17
101 103 18
262 93 25
259 10 28
63 208 19
253 65 76
103 80 96
253 216 48
174 242 41
124 75 46
310 103 71
253 344 89
258 12 34
337 284 98
228 356 95
363 106 79
96 123 99
119 255 67
100 38 92
375 350 21
373 36 31
112 334 24
203 29 96
194 53 5
149 12 59
395 267 57
360 90 67
100 160 53
323 266 85
353 27 76
33 235 81
321 170 11
320 321 37
241 182 98
94 217 72
221 244 100
209 216 20
72 381 79
102 64 93
221 128 49
340 188 9
308 380 59
79 208 72
69 264 28
346 289 2
206 14 70
187 239 93
92 306 71
358 331 73
47 150 15
123 112 94
323 358 22
322 287 48
376 358 4
131 126 55
42 374 95
169 292 34
391 5 28
351 323 82
125 239 61
84 24 15
123 43 37
10 116 31
390 367 15
29 82 4
148 306 59
115 271 38
14 222 5
113 73 18
296 364 12
305 304 11
152 289 99
25 159 76
181 205 27
355 120 39
59 240 29
6 323 72
324 309 32
271 184 48
51 217 91
93 184 44
89 334 83
27 367 12
10 15 54
112 37 52
11 145 74
10 97 19
243 280 36
366 270 29
225 346 87
185 120 25
343 326 29
237 97 79
334 13 29
105 223 18
388 213 79
166 163 61
367 215 65
159 109 29
291 102 66
274 363 97
18 41 96
73 79 81
74 299 97
195 399 11
249 98 12
131 41 83
114 227 99
276 335 28
368 380 73
315 223 80
329 231 14
52 240 31
204 169 26
145 175 54
58 85 68
240 10 2
69 335 95
226 194 29
364 349 95
65 307 80
117 225 68
165 291 31
249 26 71
150 61 41
113 382 57
135 255 73
144 290 58
258 190 99
56 47 95
116 398 87
205 96 43
343 191 85
58 109 48
343 193 18
391 321 15
100 328 17
131 397 16
331 238 100
45 202 26
40 47 23
49 375 17
312 9 15
282 13 49
217 148 57
348 272 87
187 42 71
98 75 28
329 302 3
154 115 51
396 315 42
7 301 41
386 108 78
125 349 38
85 165 93
333 120 66
43 156 41
97 190 55
103 300 81
328 306 49
187 316 90
227 165 30
186 397 63
376 30 46
144 222 95
57 29 5
134 145 4
18 351 3
329 202 99
303 137 76
25 333 81
165 213 42
233 231 34
281 150 65
37 73 68
106 117 3
164 121 97
53 197 68
348 19 57
319 103 9
395 234 72
220 378 13
58 164 9
321 181 38
217 380 31
35 209 10
200 1 100
78 126 98
303 258 46
382 260 11
55 87 14
122 46 96
62 108 74
97 140 1
36 149 70
14 238 45
309 150 91
367 147 90
54 279 13
287 346 72
86 396 27
255 383 65
237 263 88
236 137 37
131 374 46
286 92 23
134 388 9
337 193 14
239 366 17
150 104 33
175 34 94
284 17 7
164 227 85
192 111 15
296 258 48
143 10 70
36 95 97
152 40 24
236 82 30
54 158 76
132 357 79
255 175 57
30 215 23
364 11 6
277 190 48
102 261 22
215 218 34
56 266 31
70 68 1
248 198 58
191 304 17
220 259 19
71 320 45
136 393 35
330 125 88
257 228 88
207 257 45
12 301 87
325 203 99
300 66 43
97 302 4
58 178 57
210 39 69
197 351 65
139 237 76
98 55 63
144 12 91
265 205 95
367 356 67
219 323 83
95 131 1
93 130 7
101 303 14
321 277 64
339 378 59
102 45 100
209 82 50
15 111 2
391 4 47
246 88 12
274 384 43
169 161 29
5 129 6
297 47 68
379 284 46
364 83 34
354 303 28
400 32 84
37 224 22
105 133 3
127 225 80
140 259 40
149 92 40
287 139 48
206 173 79
175 380 86
73 369 79
40 307 94
258 315 100
159 143 25
105 381 29
278 137 91
379 92 16
251 51 46
349 200 15
398 397 39
224 56 23
50 251 37
90 192 65
85 131 2
253 285 88
97 81 71
305 17 30
233 396 94
368 324 20
205 53 58
265 233 34
195 292 90
63 85 1
209 100 13
396 122 13
235 156 15
76 349 76
394 364 100
208 96 20
12 296 11
156 237 100
32 176 70
8 69 26
297 380 15
117 231 22
55 103 21
234 354 50
367 211 73
326 388 48
86 250 82
258 73 54
108 368 66
251 57 27
39 45 87
87 96 73
15 73 73
98 315 62
288 142 57
364 208 12
72 15 48
384 396 10
282 349 74
149 372 88
216 262 58
61 74 90
109 152 26
283 297 7
36 200 93
221 149 33
157 243 38
106 180 4
293 240 7
51 131 76
301 339 90
222 249 38
192 151 90
139 109 91
41 124 54
319 120 37
282 389 1
264 13 27
92 329 43
324 85 26
78 52 2
222 11 96
64 107 11
279 40 15
92 327 16
203 293 46
267 51 18
74 293 50
133 27 30
363 270 52
182 82 20
137 93 31
180 43 56
203 185 61
351 32 78
177 356 64
224 330 84
365 86 57
177 364 73
1 164 73
255 171 72
317 29 62
195 67 53
16 291 80
381 165 47
114 24 55
79 243 24
94 161 77
270 373 78
281 86 57
36 1 2
94 181 74
320 275 92
333 45 25
287 376 69
3 248 17
149 169 20
331 48 6
245 228 49
314 338 6
127 144 17
389 274 92
84 224 82
168 36 39
29 316 78
20 26 32
379 237 91
53 327 41
118 283 56
183 291 97
393 211 50
356 233 5
152 246 10
357 178 24
371 87 22
37 50 41
163 301 34
147 374 79
250 397 15
207 235 76
354 167 59
178 216 34
313 316 94
335 348 78
217 287 64
380 67 54
115 392 46
263 341 37
147 171 79
266 192 84
286 213 14
294 16 18
205 61 62
378 372 89
346 241 77
31 339 4
328 356 98
127 103 62
383 66 23
85 49 89
85 64 6
201 327 17
219 369 76
283 246 1
252 37 64
165 285 58
170 294 27
187 2 61
46 324 15
296 382 74
358 165 46
148 54 15
157 165 83
247 149 30
320 200 52
169 62 3
185 297 37
298 142 86
320 270 35
23 334 30
268 398 90
258 311 56
299 308 72
166 112 57
392 291 54
167 179 43
19 194 36
260 365 41
223 271 3
326 47 56
381 394 92
195 124 84
378 168 16
203 170 89
270 85 75
176 121 12
346 316 42
313 26 85
124 128 30
40 207 19
19 193 55
202 356 36
80 158 67
110 19 12
151 340 95
95 207 89
101 268 60
148 333 55
69 340 30
259 177 23
244 114 74
185 151 73
361 13 99
12 99 24
78 314 22
61 10 72
391 89 84
144 294 73
267 64 30
200 213 19
355 116 22
283 166 39
307 91 52
27 14 75
68 207 2
46 205 49
346 11 99
42 313 37
26 314 41
32 389 17
328 150 95
189 297 61
398 164 20
377 155 56
220 167 31
184 350 92
381 184 82
346 159 20
37 387 69
4 75 17
372 74 45
325 153 17
161 190 23
329 125 92
395 315 53
357 22 97
326 184 26
305 351 77
25 375 1
349 389 93
42 366 96
366 337 25
206 369 5
237 221 75
18 15 47
79 100 52
123 354 23
246 129 39
63 347 35
79 41 6
292 288 50
48 183 30
22 354 41
174 363 88
106 123 28
25 309 62
384 75 65
146 269 86
208 397 68
274 228 61
273 107 3
139 161 70
34 219 39
205 25 78
56 29 51
142 84 92
148 237 50
201 151 11
159 125 80
6 75 34
273 82 76
285 371 64
351 364 71
307 116 66
37 166 86
146 277 25
179 382 65
250 273 80
75 29 17
10 250 87
223 39 50
16 338 21
195 351 89
235 26 18
270 146 16
54 18 88
39 372 29
241 55 41
271 82 100
247 196 10
80 319 32
51 23 34
242 317 61
79 286 33
179 400 76
309 290 17
319 278 29
239 357 21
17 69 89
94 350 50
327 90 32
239 251 20
207 176 20
378 283 22
286 221 66
276 54 55
323 352 85
19 186 23
232 342 57
51 66 88
271 201 86
12 339 7
355 9 40
228 345 5
50 341 94
111 39 10
68 180 14
76 160 33
152 209 30
6 252 58
66 294 74
193 276 80
272 265 17
122 40 99
337 144 63
80 304 24
101 223 13
261 152 71
119 103 69
286 294 21
50 238 29
349 334 70
224 296 61
89 382 45
386 29 21
87 158 51
29 209 16
141 134 78
325 211 97
126 348 78
348 283 62
398 93 31
34 215 48
249 93 11
371 274 88
122 185 37
159 273 69
157 259 46
94 128 12
76 187 49
139 177 7
388 195 18
83 326 54
4 361 36
51 323 61
342 204 91
68 49 63
7 275 51
123 332 24
353 326 95
391 147 84
134 302 61
267 257 99
97 165 47
117 244 17
310 101 15
349 147 70
119 143 91
115 110 43
179 377 83
185 13 53
152 144 7
230 26 86
391 117 22
144 380 28
226 204 96
342 394 89
171 262 49
280 271 70
375 245 72
257 199 75
173 394 20
375 223 99
355 93 90
226 92 69
163 263 71
306 97 95
226 35 8
55 154 96
334 262 64
48 175 32
248 162 25
235 182 19
317 249 69
136 148 26
122 109 49
346 303 37
90 255 30
335 278 30
369 244 87
389 74 67
22 91 75
337 93 46
82 22 42
273 255 67
343 172 39
271 338 24
14 61 3
21 217 2
108 146 98
151 249 27
247 5 16
352 171 36
53 386 78
310 187 17
233 398 43
324 228 35
194 43 10
237 223 80
243 26 58
301 289 72
16 309 61
79 140 57
371 165 29
181 192 41
45 151 99
188 142 87
11 166 52
181 125 90
161 130 35
72 254 6
335 309 22
236 91 54
368 179 10
83 335 18
188 330 87
333 50 51
28 21 5
130 333 77
5 362 11
327 48 53
184 86 66
227 125 60
212 334 29
240 110 96
383 217 72
14 250 7
4 277 34
72 263 83
26 93 4
250 52 9
154 49 21
260 60 65
78 175 90
269 232 9
152 130 82
3 48 44
270 104 8
83 28 30
289 161 15
215 31 23
248 364 94
219 224 76
324 365 38
371 147 7
80 152 46
169 103 94
150 292 85
2 363 93
219 234 81
385 292 76
268 377 17
206 42 47
52 4 71
375 174 19
277 207 79
221 205 31
165 56 49
38 146 43
308 376 73
75 47 96
180 322 54
286 61 82
386 352 19
312 128 42
80 326 42
226 58 82
148 85 59
228 177 8
236 140 27
98 282 67
233 282 40
202 164 75
299 40 76
278 50 11
55 76 53
331 354 20
237 302 43
283 90 99
135 195 91
235 125 45
313 341 50
34 387 59
126 92 85
241 327 4
300 106 28
7 328 83
221 181 63
234 274 29
97 263 17
398 344 63
284 90 39
398 73 81
226 133 80
100 179 52
327 208 16
350 176 23
341 68 68
9 383 33
335 56 55
315 89 69
25 207 56
48 388 56
24 118 21
222 289 63
195 203 40
65 6 70
313 83 96
188 353 64
181 168 79
71 264 29
38 242 14
156 198 93
180 321 54
312 309 36
113 165 92
235 213 86
225 56 82
256 367 77
154 352 18
279 241 96
102 68 27
397 211 24
363 163 90
229 362 26
364 162 17
21 326 41
311 216 73
220 14 89
334 166 44
42 28 98
325 312 25
128 211 4
79 199 88
203 382 72
204 386 20
89 357 35
110 147 67
206 17 61
195 198 22
72 206 46
364 231 46
265 59 54
182 161 44
173 141 27
381 302 19
27 302 20
153 241 81
197 93 20
104 393 73
54 212 55
330 14 42
334 276 12
377 6 21
232 90 38
247 399 53
163 311 93
226 352 19
188 84 88
366 54 96
320 17 52
143 30 18
13 315 33
9 319 8
57 361 63
392 47 52
264 96 47
122 37 73
387 398 91
152 351 65
73 154 26
179 335 99
396 38 34
221 264 86
78 243 64
70 327 50
294 109 100
224 122 5
220 135 45
146 227 8
36 122 85
389 41 96
273 64 45
171 5 49
291 292 44
214 139 74
76 80 87
360 69 97
299 292 6
140 147 36
234 320 88
386 142 97
134 252 73
111 88 99
259 297 61
283 151 85
