100 1028
70 42 6
52 56 31
12 23 35
18 52 28
100 35 35
81 15 98
79 87 35
96 80 74
8 89 24
97 98 1
41 57 15
17 8 19
6 96 10
90 77 34
89 16 7
33 41 29
81 67 36
12 96 6
46 61 64
61 45 57
60 51 96
19 3 83
41 24 26
97 32 3
51 66 94
99 29 28
71 69 93
2 84 58
12 83 59
29 46 68
10 57 39
19 10 74
44 33 21
56 48 80
37 14 14
27 80 43
62 21 30
86 27 54
98 5 88
87 71 33
57 34 52
82 54 61
29 52 27
68 53 82
95 30 41
66 1 36
40 53 4
2 67 24
9 42 51
7 63 70
8 57 52
40 76 62
75 67 78
57 45 14
92 44 28
16 14 37
13 55 8
86 2 77
48 19 97
76 16 86
3 1 74
47 1 42
79 85 93
93 80 72
10 7 67
31 38 44
79 50 51
55 56 63
82 88 84
81 92 30
57 36 46
24 37 99
73 39 58
22 76 60
49 96 92
4 42 52
84 45 100
74 81 11
12 100 99
3 12 57
72 6 70
46 81 25
34 32 59
71 84 45
3 93 41
90 66 13
9 88 26
61 10 94
57 94 3
23 31 10
11 72 33
7 66 12
20 21 8
45 35 79
65 42 85
13 12 87
31 28 89
41 53 47
1 63 46
56 27 52
49 90 68
93 69 42
90 93 76
80 79 75
73 62 58
47 51 79
33 16 33
28 3 97
37 41 46
74 22 66
98 37 54
100 6 35
6 33 23
14 67 98
45 8 17
49 7 96
77 18 40
93 4 39
94 65 70
33 93 39
46 54 59
91 86 87
39 11 3
84 12 68
40 29 31
41 49 90
21 99 7
32 73 77
7 55 76
19 50 2
36 8 16
27 1 96
96 4 56
75 19 94
12 68 55
34 98 33
58 77 24
79 51 96
10 1 92
43 77 76
92 6 88
57 15 18
80 98 72
25 98 49
2 48 74
3 22 51
10 41 44
86 80 85
76 55 93
82 59 41
22 11 14
87 89 89
90 11 96
16 12 5
23 93 59
42 16 21
52 42 78
52 6 74
74 83 98
30 22 94
24 26 90
10 55 54
55 47 45
48 42 15
94 30 39
85 44 25
81 19 36
5 91 9
60 94 59
80 6 30
38 53 73
43 60 79
78 83 34
54 72 52
86 100 56
9 94 96
76 44 25
32 49 38
51 7 14
44 15 40
7 27 74
6 70 6
41 60 60
38 83 47
25 39 45
29 60 31
85 93 24
9 97 68
57 4 17
38 16 17
48 62 59
92 70 79
48 77 52
74 66 19
44 49 62
15 13 44
9 76 91
2 33 17
75 59 69
91 57 91
8 53 61
25 97 49
31 9 64
26 55 35
61 95 53
1 54 10
95 9 40
27 32 10
27 59 46
73 76 75
30 46 45
76 65 22
37 87 97
96 9 81
3 37 20
18 75 85
53 63 95
11 27 94
20 54 71
27 34 25
67 65 37
14 48 76
98 93 19
36 26 6
44 21 75
90 72 66
95 85 72
99 2 52
92 41 45
63 86 3
26 86 76
59 5 84
31 92 90
46 85 76
50 56 67
32 93 44
12 58 85
5 54 14
42 34 82
2 25 59
32 19 4
13 8 3
85 35 82
71 80 46
30 36 79
67 77 33
18 36 8
55 34 17
86 19 56
15 68 27
69 26 59
51 57 10
43 24 30
68 58 28
8 94 40
95 39 77
57 22 26
50 31 60
56 72 48
31 52 12
50 86 69
50 58 85
100 73 82
29 15 41
67 49 40
95 4 77
9 4 75
49 62 92
14 46 18
38 29 77
31 15 44
15 56 84
29 64 39
82 85 70
27 73 64
20 96 6
46 57 99
91 95 84
1 88 75
42 28 55
66 71 41
30 47 57
39 32 18
90 39 52
62 58 19
18 37 11
24 36 38
20 59 51
68 9 8
32 99 59
92 58 86
26 11 79
56 93 28
33 38 92
67 46 37
48 45 54
5 58 66
40 84 82
58 4 36
43 97 79
91 34 74
16 24 89
96 25 45
43 3 91
26 50 48
44 99 51
56 2 30
25 99 1
87 78 14
9 16 1
38 89 27
58 18 44
79 67 38
1 81 27
28 49 30
23 100 62
37 63 45
93 18 91
46 98 98
63 27 79
5 3 27
99 68 46
2 28 29
21 26 79
33 27 26
99 9 79
54 43 13
12 97 54
66 97 29
35 24 85
44 19 61
58 66 23
74 13 54
45 64 99
20 72 79
6 78 86
77 95 4
88 3 49
33 13 62
21 71 48
64 16 98
83 32 50
58 84 65
29 13 85
87 69 73
53 64 91
19 23 17
100 83 14
56 12 29
56 43 97
99 74 71
34 33 87
43 49 78
47 96 22
41 58 89
83 23 72
18 55 16
43 44 51
65 56 62
46 10 86
13 99 34
25 94 80
65 19 88
60 14 30
63 70 88
64 31 18
88 74 64
21 66 47
91 9 78
92 10 49
90 34 61
57 81 35
72 12 36
69 32 54
31 67 94
74 45 60
68 73 20
66 22 37
31 75 18
96 85 93
18 51 48
2 13 57
79 1 49
92 1 35
57 33 28
88 24 96
68 7 69
51 53 98
36 48 27
52 55 59
73 66 42
64 54 67
32 67 70
30 35 67
75 58 33
16 54 85
55 66 14
79 18 65
69 52 39
9 26 85
78 28 21
10 49 60
61 83 14
20 79 57
67 38 87
1 95 39
85 55 65
33 75 99
54 23 4
55 11 93
78 67 52
79 27 71
26 49 17
97 72 78
77 96 41
66 94 7
98 15 18
80 37 9
82 40 24
87 40 99
39 80 1
64 27 91
40 54 73
98 9 57
30 63 97
58 49 21
31 68 51
70 46 49
98 20 48
53 43 46
9 64 10
69 2 22
75 3 67
7 89 78
57 2 42
100 55 45
46 28 75
7 26 35
60 95 74
9 58 1
89 46 13
90 50 89
16 100 70
29 43 14
67 71 11
14 10 69
100 50 35
75 24 47
67 63 5
82 27 99
67 41 40
96 11 47
91 79 70
61 23 58
99 49 51
49 27 6
10 91 82
92 59 70
77 55 56
53 2 98
67 57 72
22 26 58
12 7 94
50 63 14
15 34 25
23 79 76
53 77 17
91 47 13
46 41 94
75 77 16
35 97 12
71 32 23
10 97 35
53 26 53
19 43 51
20 2 15
90 29 82
28 14 9
70 7 42
36 90 55
50 66 27
55 80 91
50 80 20
73 42 26
27 16 92
40 44 24
100 56 82
93 71 10
70 15 32
44 50 40
84 48 45
86 65 86
6 7 12
34 75 5
65 92 18
71 75 83
33 24 27
93 97 92
25 60 31
53 74 72
93 70 59
36 95 48
65 83 49
70 76 99
67 22 92
34 88 57
12 20 53
97 77 62
43 36 23
12 30 28
61 7 88
95 32 28
7 11 19
20 25 19
42 37 66
51 90 43
80 5 65
42 27 20
64 58 54
69 53 56
74 28 70
23 25 45
83 55 26
32 63 61
59 42 56
99 47 34
61 89 41
3 39 16
37 78 48
6 5 89
96 39 94
41 100 78
93 37 16
18 44 93
23 7 38
22 38 84
49 74 53
87 57 82
5 19 65
86 71 28
93 74 47
8 16 86
52 36 51
29 7 3
26 12 29
100 43 48
11 79 32
90 85 97
69 7 56
95 25 46
26 74 38
97 70 19
14 52 31
4 81 17
70 16 38
64 100 71
19 88 10
12 93 71
56 32 58
43 45 86
54 71 51
56 97 66
17 93 73
95 14 12
72 76 48
31 5 55
75 65 76
44 55 78
19 6 68
22 70 10
56 3 67
36 91 76
42 68 3
89 1 22
63 80 73
99 97 13
38 25 56
62 96 86
98 44 74
4 13 57
32 46 45
39 87 64
94 36 73
94 22 59
58 37 20
71 23 9
15 17 49
68 87 64
62 57 38
82 76 98
46 100 12
98 87 32
91 94 43
10 12 69
27 54 22
13 23 39
28 63 81
35 92 46
74 95 33
21 52 77
12 69 15
67 37 42
42 31 85
53 87 79
41 84 58
89 22 18
61 90 68
6 85 28
12 53 8
37 12 9
14 38 30
64 88 33
21 9 50
35 46 62
39 99 58
2 96 5
8 75 85
95 6 53
8 81 2
44 30 28
7 94 87
1 68 79
88 77 22
15 20 84
73 75 92
75 55 77
45 86 22
48 12 12
56 69 100
44 4 81
55 14 30
98 14 95
24 3 88
24 72 3
82 68 1
47 87 91
95 46 43
56 46 52
73 21 83
37 95 1
